,0
1695,그냥 가성비 좋고 무난한 아이템으로 적극 추천합니다
1696,동생이 면접본다고 해서 사줬습니다... 무난무난해요
1697,팔길이는 좀 길어서 수선할수있우몀 할거구 아 진짜 핏 너무 예쁨!!! 다른디쟈인도 살거에요
1698,딱 정핏이에요 가성비로 깔끔하게 입기좋습니다
1699,기본템으로 가지고있는거 추천 할인할때사면 더좋고
1700,딱 생각한 블레이저라 좋습니다 안어울릴줄 알았는데 나 옷발 좀 잘 받는 듯
1701,유명한 이유가 있네요 정말 좋습니다 바지도 사애겠어요
1702,색깔도 진하고 괜찮습니다 편하게 입기 좋을것 같아요
1703,기본 정장 하나 필요해서 샀어요. 겨울 빼고는 다 괜찮을 것 같아요. 색깔 핏은 기대한대로 훌륭합니다. 정사이즈에요. 제가 팔이 짧아서 팔만 수선했어요. 수선까지 다해서 십만원 근처에 정장 한 벌이라니.
1704,가성비 블레이져로 완전 대만족한 품질입니다  짱
1705,저렴한 가격에 핏도 좋고 잘 구입한 것 같아서 만족합니다
1706,너무예쁘고좋아요 다음에 또 구매허고싶어요 짱이에요
1707,무탠다드꺼는 믿고사는데 블레이저 이 가격대에 나올 퀄이아닌듯;; 굿굿
1708,가볍게 입기 좋습니다. 기본아이템으로 추천합니다.
1709,팔 기장이랑 옷의 총 기장 살짝 길어요. 그래도 짧은거보단 이쁘죠.
1710,운동을 해 몸이 좀 커서 2xl을 사도 작을까 걱정했는데 다행히 잘 맞습니다
1711,배송도 빠르고 무엇보다 상품이 생각한대로 마음에 들었어요
1712,색감좋고 질도 좋고 일반템으로 만족합니다 생각보다 조금 두툼합니다 저한테 l사이즈 딱맞아서 만족해요
1713,선선해지면 입기 딱일듯해요!! 다른 색상도 구입 고민중
1714,좀 오버사이즈로 입으려고 xl샀는데 살짝 작은감이 있어요. 그래도 핏 예쁘고 잘 입을거 같아요~
1715,유튜브 찾아보다가 와서 샀는데 옷 핏도 좋고 사이즈도 딱 맞네요!!
1716,컬러도 깔끔하고 스타일도 좋네요 재구매 하려고 들어옴
1717,깔끔한데 조금 도톰한느낌이어서 지금 딱맞을거같아요 맘에들어요
1718,너무 좋습니다 핏도좋고 사이즈도 딱입니다 제 최애템입니다
1719,제품명답게 베이직합니다. 간절기 코디용으로 적당합니다.
1720,약간 두께감 있어 봄 가을에 입기 좋을것 같습니다
1721,매우 만족하며 입고있습니다. 무탠다드 바지와 셋업으로 입을수 있어 좋습니다.
1722,베이직하고깔끔해요 팔이좀길긴한데 그거말곤좋아요
1723,세일할때 잘산거 같네요 가격대비 품질도 좋아요
1724,무게감이 꽤 있지만 핏도 딱이고 길이도 딱이네요
1725,가을에 입기 딱 좋고 편합니다 블레이저 처음 입어보는데 좋네요
1726,사이즈도 딱이고 배송도 빠르고 상품 너무 이쁩니다^^추천해요ㅋ
1727,아주 맘에듭니다. 장례식장 가는데 검은색 옷이 없어서 샀어요. 그치만 봄가을에 아우터로도 잘 입을듯 역시 무탠다드 짱
1728,막입기좋고가성비도좋고편하도모든게젛아요
1729,무난하게 입기는 좋은데 사이즈가 조금 애매한 느낌이에요 한사이즈 업 추천드려용
1730,좀 어깨가 있으신분들은 2xl 고르시길.. 정장브랜드 못지 않게 좋습니다
1731,무탠다드 블레이저는 무난하고 항상 이쁩니다 기본으로 짱
1732,L랑 고민 많이하다 XL로 주문했어요.잘 선택한 것 같아요
1733,슬랙스랑 맞춰서 깔끔하게 입기 좋아요 저렴한 것도 좋음
1734,가격부터 옷까지 가성비가 좋고 입문템으로 딱이에요
1735,그레이 색 샀었는데 너무 맘에 들고 만족스러워서 바로 블랙도 질렀답니다. 아주 이뿌고 좋아용
1736,두께감도 적당히 있고 나쁘지않네요 가격대비 젛아요
1737,좋습니다 살짝 큰감이 있지만 이정도면 만족합니다
1738,셋업으로 입으려고 샀어요~ 핏 깔끔하니 좋습니다 여기저기 활용하기 좋아요!
1739,XL 사이즈로 구매하니까 안에 셔츠입고 딱 맞네요. 기본 검정색 블레이저로 최고입니다.
1740,"크..제가 웬만해서는 귀찮아서 리뷰 잘 안 남기는데! 전체적으로 입었을 때 핏감이 쫙 떨어지고 다른 블레이저와는 다르게 소재 때문인지 쫀쫀한 느낌이 들었습니다❤️ 신축성도 있었고요! 총장은 처음에 마이 사이즈로 비교해보고 구매할 때는 작거나 큰게 아닐까 생각했는데 배송 받고 막상 입어보니 180/67 기준 L 사이즈 총장,가슴,어깨 적당합니다 ㅎㅎ 어깨 패드가 있는 점 참고들 하시고요! 총장은 제 스펙 기준 엉덩이를 3/2 정도 가릴 정도라고 보시면 될 거 같습니다. 색감도 밝지도 않고 그렇게 또 어둡지는 않은 편이라서 데일리로 입고 다니기 좋을 것 같습니다! 좋은 상품 감사해요~ 잘 입고 다니겠습니다😍😍 옷걸이도 감사합니다!"
1741,"가격 대비 재질, 색상, 디자인 모두 무난하고 좋습니다"
1742,아직 입어보지는않았지만 딱봐도 이쁘네요 빨리입고 나가고싶네요
1743,딱 정사이즈로 가면 될것같아요 생각했던것보다 원단이 고급스럽고 이쁘네요
1744,무신사 스탠다드는 역시 기본템인데 딱 깔끔해요 무난 합니다
1745,사이즈도 좋고 핏감 무지 디자인 미니멀하니 좋아요
1746,기본적으로 오랫동알 활용할 수 있을거 같아요!! 배송이 깔끔하게 잘 왔네요
1747,그냥 그냥 상가집 문상갈때 꺼내입을옷 없어서 입을정도?
1748,가성비 최고에요 너무 이쁘네요 많이 무겁지도 않아요
1749,무탠다드 항상 믿고 구매하는거 같습니다. 애용해요 자주
1750,어깨는 딱 맞는데 단추를 잠그면 헐렁한 느낌은 있는데 괜찮아요
1751,싸게 살 수 있을 때 얼른 샀어요 너무 좋아요 처음 사는데 핏도 너무 좋네요
1752,정말 싸고 좋아요 무탠다드 추천합니다 좋습니다
1753,무난하게 입기 좋습니다. 봄가을에 입으면 될 것 같습니다.
1754,반팔에 입으면 타이트 핏 원하는핏으로 나옵니다
1755,일단 무신사 스탠다드는 진리라는 걸 알게 되었고 블레이저는 처음 입어보는데 핏감이 딱 맞아서 너무 좋았어요! 정석으로 입기 좋은 예시인 거 같아요 ㅎㅎ
1756,기본템으로 딱 좋아요 릴렉스핏으로 살까 고민했는데 기본 블레이저로 구매했어요
1757,경조사 기본템으로 괜찮은 것 같아서 구매했습니다
1758,운동을해서 어깨가 좀 넓음에도 작지않고 딱 맞아 마음에 듭니다..
1759,가성비 좋은 아이템인 것 같습니다 자주 사용할 것 같네요
1760,"색감도 좋게 빠졌고 두께감도 적당합니다. 봄, 가을에도 충분하고 겨울에도 가능할거 같습니다."
1761,디자인도 무난하고 아주 좋습니다~~~ 사이즈도 잘 맞네요
1762,아주기본적인 블레이저라서 어디에든 입기좋아요
1763,매장 가서 입어보고 샀는데 하나 작았으면 두꺼운 옷이랑 입기 좀 빡빡했겠네요
1764,"옷 진짜 너무너무 마음에 들어요. 요즘 날씨가 아침, 저녁엔 쌀쌀한데 입기에도 좋아요 지하철이나 카페나 차내 에서는 에어컨 바람에 가끔 춥기도 한데 지금부터 가끔 꺼내 입으면 좋을 것 같아요!"
1765,어깨는 맞는데 품이랑 총기장 팔기장은 줄여야겠어요
1766,맘에 들어서 다른 색으로 하나 더 구매했는데 역시 너무 좋네요
1767,딱 가성비! 면접때나 가벼운 회사 출근복장으로 적당합니당
1768,생각한데로 색 예쁘고 사이즈는 딱 원하는 사이즈 왔네요 감사합니다
1769,기본으로 필수템! 두고두고 많이입을게요 ㅎㅎ 핏도 재질도 다 좋아요
1770,정말 최애템입다 완전 예쁘고 남들이 다 사는 거 사라는 이유가 있어요
1771,생각했던 것 보다는 두께감 있는 재질 정핏이라서 맘에 듭니다.
1772,무난하고 가볍게 입기에 아주 좋아요 잘산거같아서 기분좋네여
1773,딱맞아서 그런지 어깨가 조금 좁은편이라 그런지 유독 어깨 좁은게 돋보이네요 품질 만족합니다 다음엔 오버핏으로 나온걸로 사봐야겠어요
1774,블레이져 처음으로 주문해봤는데 굉장히 좋고 깔끔합니다
1775,팔이 좀 살짝 긴 것 같긴 합니다. 옷 자체는 괜찮습니다.
1776,사이즈 딱 맞고 팔길이가 길까 걱정했는데 팔도 딱 맞네요
1777,옷이 생각보다 깔끔해서 좋았고 사이즈도 잘맞았습니다.
1778,패션 입문하는 단계에서 블레이저를 입문하려고 샀는데 정말 만족합니다!
1779,모던한 스타일인 것 같아서 좋아요. 잘 입을 거같아요
1780,점점 정장 입을 일이 늘어나서 사게 되었는데 가성비 갑이에요
1781,적당해용 격식 차릴 때 입기도 좋을 것 같고 가격대비 완전 좋은 듯!
1782,배송도빠르고 옷도 이뻐요 사이즈도다행히 맞게 왔네요 배송도 빨라요!
1783,제 몸수치스펙이랑 비슷하신분들 참고하니 XL XXL반반인거같아서 고민이 많았는데 살짝 부한느낌 있네요 커서 이상하다느낌은 없고 정핏원하시면 XL 가시고 좀 헐렁하게 입을려면 XXL가심될듯
1784,남편입히려고 주문했는데 괜찮네요~ 바지도 셋트로 주문~
1785,좋아요 잘입고있어요 아들.딸 모두 구입해서 입고있어요
1786,봄 가을 입기에 좋은 블레이져이고 핏이 너무 정석이라 아무데나 입어도 될것 같해요. 원단도 튼튼해서 오래 입을 수 있습니다. 가성비 너무 좋네요!!!
1787,살짝 크긴한데 전체적으로 핏이좋고 괜찮습니다
1788,좋네요 팔이랑 어깨가 좀 두꺼운데 살짝 끼긴합니다 좋아요
1789,아주 살짝 움직이는데 불편함 그거말고는 좋습니다
1790,맞는 블레이저 찾기 정말 힘들었는데 옷 자체도 너무 예쁘고 너무 잘 맞아서 정말 만족합니다 범용성도 너무 좋을 것 같네요
1791,어깨가 쬐끔 부담스럽다.. 그래도 쿠폰으로 싸게 잘 사서 만족
1792,사이즈가 약간 작은가 싶기도 한데 이쁘고 좋습니다
1793,빠른 배송 감사합니다. 원단도 너무 마음에 들어요~ 자주 애용할게요~!
1794,연주복으로 입으려고 삼 좋은가격에 잘샀음 추천함
1795,이렇게 클지몰랐어요.. 어깨는 맞는데 다른 부분이 다 크네요
1796,이 가격에 이 정도 퀄리티 면 베스트죠. 예쁘게 코디하기도 좋아요
1797,처음 사봤는데 예쁘네요 잘 입고 다닐거 같습니다
1798,어깨 넓어보일까봐 걱정했는데 너무 마음에 들어요 가을에 잘 입고 다닐 것 같아요
1799,무난하게 좋아요. 가성비 좋고 편안하게 입기 좋아요
1800,기본으로 블레니저 필요했는데 옷이 이뻐서 잘입고있습니다
1801,색감도 좋고 사이즈도 적당하네요 이 가격에 잘 산 것 같아요
1802,아주 멋집니다. 젎은 사람 취양임. 디자인이 살아있음.
1803,가성비 최강 블레이저라고 감히 말합니다. 너무이뻐요
1804,가성비로 입고 다니기 좋은 겉옷입니다 무신사 굳
1805,돋생 면접볼 때 입는다고 해서 샀는데 면접보러 갈 때 입기 딱 좋네요!
1806,재질이 가격대비 좋아요 사이즈도 포멀하게 입기 좋아요
1807,어깨 사이즈가 적절해서 총장이 적절해서 품이 적당해서 모든 날이 좋았다
1808,사람들이 많이 구매하는데에는 이유가 있다 믿고 사세용
1809,너무 마음에 들고 이뻐요 많이 파세용 다음에 또 살게요
1810,가을에 안에 티셔츠 한장 입고 입기 딱좋은거 같아요
1811,무난무난 합니다 하나쯤 있어야죠 고민하지말고 사세여
1812,기본 블레이저를 찾고 있었는데 너무 만족스러워요
1813,역시 무탠다드 기본아이템 가성비 최고인듯 합니다. 팔길이는 아주 살짝 짧은듯한데 잘 맞습니다
1814,같은 거 다른색은 몇개 있는데 기본인 검정이 없어서 이번에 구매했습니다 배송도 빠르게 잘왔고 쿠폰 적립금 등으로 꽤 저렴하게 잘샀어요
1815,배이식 블랙 블레이저 없어서 구매했는데 질 좋습니다
1816,여름에 입긴 덥고 팔폭이 좀 좁으니 유의하시길바랍니다
1817,팔이 조금 긴거 빼고는 사이즈 딱 맞아 떨어집니다 그리고 너무 이뻐요
1818,기본템으로 블레이저 필요했는데 사이즈 적당해요
1819,남자친구 선물로 구매했는데 가격대비 좋은것같아요
1820,처음 시킨 사이즈가 작아서 교환문의햇는데 친절하게 잘해주셔서 잘 처리됫어요 이쁘게 잘입겟습니다~
1821,사진이랑 똑같아요 재질도 좋고 깔끔하니 입기 좋네요 ^^
1822,봄가을겨울에 거치기에 아주 좋습니다 여름에도 조금 두껍지만 사무싷이 추울때에는 최고입니다
1823,사이즈 딱좋아요 아래사이즈도사봤는데 어깨가너무껴가지고
1824,L 샀다가 너무 커서 M으로 교환했더니 잘 맞네요 가성비는 최고인 것 같습니다
1825,무난한 블레이저 찾고있었는데 딱이네요. 좋은 제품 감사합니다.
1826,각종 연회 행사 참여하려고 기본 자켓 하나 장만했는데 굉장히 만족스러워요
1827,너무 예쁘고 제 첫 블레이전데 너무 만족스러워요! 다들 첫 블레이저 무신사 스탠다드껄로 시작해요!
1828,만족스럽습니다. 역시 무탠다드라고볼수있겠군요.
1829,딱 무난하게 괜찮은거찾는다싶으면 이게적당한거같아요.
1830,무챈다드 블레이저는 가성비측면에서 가장좋은 선택입니다
1831,색감 좋고 사이즈도 잘 나왔어요 다음에도 살 생각 있음
1832,가성비가 정말 최고인것 같습니다 품질도 좋아요
1833,총장이 조금 길고 그래도 괜찮습니다 초여름까지는 입을수 있을거같아요
1834,검정 블레이저라서 깔끔하고 막 입기 좋아서 활용도가 정말 좋아요
1835,운동하신 분들은 겨드랑이 부분 작을 수 있어요 가격적인 부분 만족입니다
1836,휘뚜루마뚜루 입기엔 딱인데 품이 좀 작아요 단추 안잠그면 괜찮아요
1837,그냥 무난하게 가성비로 입기 좋네요 .맘에듭니다
1838,적당한 핏에 괜찮은 색감으로 무난무난합니다 여름에도 좋을듯
1839,의외로 좀 크네요 팔길이도 좀 길구요 재질은 무난해요
1840,소매나 총장이 조금씩 길어요. 몸에는 맞는데 조금 아쉬워요.
1841,정사이즈로 구매하시면 됩니다. 가을이나 초겨울용입니다~
1842,막 입는 용으로 하나 샀는데 가격에 비해 질이 아주 좋네요.
1843,생각보다 사이즈가 너무 딱맞고 좀 두께감이 있어서 가을 쯤 입어야할거 같네요
1844,세일할때 가을에 입을려고 샀습니다 적당한 가격에 좋음 블레이저 득템했습니다
1845,기본 블레이저로 딱 좋은거 같아요. 다른 패턴도 사보려구요
1846,"입문용 블레이저로 처음 사봤는데, 사이즈도 적당하고 좋은거 같아요!"
1847,구매 잘 한거같네요~ 편하고 좋아요 다음에는 다른 색상도 구매할려구요!
1848,팔에 비해 어깨 기장이 약간 좁았으나 입기 편합니다
1849,L랑 XL 중에 고민했는데 XL로 구입했습니다 사이즈 딱 맞고 너무 좋습니다
1850,블레이저가 필요한곳이 있어서 구매했는데 잘 구매한거같아요
1851,적당히 크게 잘 맞는구같습니다 더 작으면 안댈즛
1852,운동을 한 몸이라 L사이즈 샀는데 정핏으로 딱 잘나오네요. 기장도 예쁘게 떨어지고 할인할 때 잘 샀습니다.
1853,사이즈 너무 잘 맞아요ㅎㅎ 옷도 이쁘고 잘 입을게요! 짱짱
1854,무난하고 가격 착하고 좋아요 역시 무탠다드 좋아요
1855,검은색으로 위아래 맞추려고 샀습니다 세일 덕분에 싸게 잘 샀습니다 감사합니다.
1856,무탠다드는 믿고입죠 재질이나 사이즈 다 좋아요
1857,머무조아요아주조아요너무조아요아주조아요
1858,상당히 예쁘네요 여름에 입기엔 덥습니다 원하던 핏인것 같아요
1859,사이즈 적당하고 엄청 이쁘네요 편하게 입고다니기 좋을거 같아요
1860,"무난무난하니 잘 입고 다닙니다. 꽤나 만족하고 있어요,"
1861,사이즈가 원래 제 사이즈보다는 살짝 작게 나오는거 감안하고 사셔야 될듯요 옷 자체는 아주 좋아요 가성비 짱!
1862,무신사 스탠다드 베이식 블레이저 블랙 아주 좋습니다.
1863,아주 기본에 충실한 베이직한 블레이저입니다. 오버핏 좋아하시는 분은 무탠다드 오버핏 블레이저로 가시면 될 것 같아요 요거는 약간 정핏느낌…
1864,여름에 입긴 덥고 재질 좋고 두껍고. 수선 살짝해서 입으니까 길이 완벽합니다.
1865,기본 입문 블레이저로 만족스럽습니다 잘샀네여
1866,진짜 기본템으로 활용하기 너무 좋은 것 같습니다.
1867,기본 블레이져 자켓으로 무탠다드 역시 좋습니다
1868,마음에 들어요! 앞으로도 블레이저 필요하면 무탠다드부터 찾아보려고 합니다.
1869,두번째 구매입니다. 패션을 모르는 사람이 기본으로 입을 수 있는 좋은 옷입니다.
1870,"가격에 비해 퀄리티가 너무 좋습니다. 핏, 가격, 재질 다 만족합니다."
1871,Xl샀다가 어깨가 껴서 2xl로 교환했는데 핏은xl가 예쁘고 2xl는 너무 크고 중간이 없는게 아쉽네요
1872,역시 가성비로 사는 템인 것 같아요 좋아요 좋은 제품 감사합니다
1873,처음으로 블레이저 샀는데 정핏으로 딱 맞고 너무 이쁩니다ㅎㅎ 정말 추천드려요
1874,처음 무신사에서 세미와이드 팬츠를 구매를 하고 신축성까지 좋아 상의도 구매. 가격대비 퀄리티 좋아요.
1875,"봄, 가을에 입기 좋은 두께이며, 옷의 색상 및 무늬 또한 가격에 비해 만족스럽습니다."
1876,기장은 딱 맞는데 어깨만 살짝 더 컸으면 좋겠네요
1877,입문용으로 무난하고 그 무엇보다 내구성이 좋아서 마음에 들어요
1878,베이직 그자체인 상품으로 항상 평균적인 가격과 퀄러티를 보장
1879,면접용으로 기존에 있던 무탠 셈와라 셋업으로 입으려고 삼 남자는 역시 수트간지임
1880,여름에는 못입을거같은데 핏은 괜찮네요 좋습니다
1881,깔끔해서 너무 예뻐요 편하게 입기 좋아서 자주 손이 가요
1882,진짜 상품 최곱니다 이 가격대에 이 퀄리티 쉽지않다고봅니다
1883,매우기본이고 클래식함 결혼식도 가능함 매우.만.족.
1884,정말 디자인 좋아요 여름에 입기에는 덥고 여름 지나면 자즈 입을듯 싶어요
1885,매장에서 입어보고 구매했더용!! 넘 좋아요 깔별로 사고시픔!!
1886,블레이저의 정석 같은 느낌입니다 정말 좋아여. 두께는 여름에 입기엔 좀 더울수도?
1887,말 그대로 베이식이네요 무난하게 입기 좋습니다
1888,딱 깔끔하고 예쁩니다 이정도 가격에 이런 퀄리티 안나올듯...
1889,제 키에 사알짝 큽니다만 원하던 핏이라 ㄱㅊ입니다 추천드림다
1890,여름엔 다소 더울순 있지만 봄가을엔 무난하게 입고 다니기 좋은 옷입니다.
1891,오 블레이저는 다 커서 많이 반품시켰는데 여긴 잘맞네요 ㅌㅌㅋ 잘입을게요
1892,기본템은 무탠다드가 최고네요 정석적인 핏이라 좋아요
1893,"좋은것 같습니다 핏이좋고 아랫배 나온사람들도 좋아요,"
1894,사진보다 색깔 이더 이쁘도 생각보다 옷감이좋은거같아요
1895,무신사 옷은 핏이며 정말 이쁘네요. 정장용 으로 너무 잘입고있습니다.
1896,엉덩이까지 오는 길이와 팔길이  어께라인 전부 만족합니다
1897,어느 옷이나 다 잘어울려요. 여름엔 덥고 가을 대비 장만합니다
1898,무난하고 깔끔한 디자인입니다 정사이즈로 나왔어요
1899,확실히 기본적인 베이스로 시작하기 딱 좋은 블레이져인거 같아요
1900,오버핏이랑 릴렉스 다 도전해봤는데 베이식이 제일 나은 것 같아요
1901,기본템으로 후드같은 거랑 입으면 좋은것 같아요 배이직한 템 구매할때는 무탠다드가 좋네요
1902,제가 딱 원하던 핏이라서 너무 좋고 가을에 자주 입고 다닐 것 같아요!
1903,가성비 너무 좋은 블레이저고 확실히 옷 이쁩니다
1904,깔끔하게 입기에 좋은거 같습니다. 잘 입도록 할게요~!!!!
1905,색도 진하고 옷 두께감도 적당하구 사이즈도 딱 맞아요
1906,마감도 좋고 예쁘게 잘 나온 것 같아요. 잘 입겠습니다
1907,평소 입는 사이즈에서 한싸이즈 업하셔야 할거 같습니다
1908,빠른 배송 감사합니다!! 품질 너무 좋고 사이즈도 너무 잘 맞아요??!! 무탠다드 최고!!
1909,적당히 잘 맞는것 같다고 하네요. 마른사람들 추천
1910,옷이 고급스럽고 좋은것 같아요 근데 스판끼가 있어서 잘늘어나는듯요
1911,사이즈미스로 한치수큰거 했더니 딱 좋습니다다
1912,너무 맘에들어요!!! 가성비 짱짱 블레이져ㅎㅎ 다들 사가세용
1913,키 184에 운동한 상체 발달형입니다 광배쪽이 좀 당깁니다 참고하세용
1914,생각보다 오버핏이어서 놀라긴 했지만 예쁩니다
1915,릴렉스드 블레이저가 살짝 큰아빠 마이 같은 느낌이면 기본 블레이저는 정핏 느낌입니다.
1916,가격 대비 좋은거 같아요. 편하게 하고 다닐수 있어요~~
1917,세트로 입으려고 위아래 세트로 구매했습니다. 퀄리티도 좋고 앞으로 잘 입을거 같습니다.
1918,그냥 183 / 85 정도는 무조건 xl 가세요 처음에 xxl 시켰다가 물건에 하자가 있어서 교환하긴 했는데 xl 로 바꾸니 훨 좋음
1919,깔끔한 댄디스타일이라 평상시에 많이 입고 다닐거같아여
1920,여름이라 두껍게 느껴지지만 봄가을 입고다니기 좋을 듯함
1921,결혼식때문에 급하게 주문했는데 잘맞아서 다행이네요
1922,"어깨좀있는 맨몸운동러입니다. 제채격엔 xl이 딱입니다! 핏 딱좋아요 소매,총기장 모두 적당합니다"
1923,너무 좋네요 역시 무탠다드 믿고 산는거 같아요 핏 죽여요
1924,이미 차콜그레이 더스트베이지를 사고 가장 무난한 기본블랙을 세번째 구매했습니다 믿고사는 무탠다드 좋아요
1925,급하게 면접볼일이 있어서 샀어요 지금날씨에는 너무 덥긴 하지만 핏은 이뻐요
1926,여름에는 더워서 못입을거 같고 가을이나 봄에 입으면 좋을거같아요
1927,옷걸이도 주시고 기본템으로 가지고 있기 좋은데 두께감이 있어서 요즘 날씨엔 못입을거 같네요 봄가을에 좋을거같아요
1928,"사이즈도 딱 예쁘게 괜찮았고 중요한 날 예쁘게 잘 입었습니다!,"
1929,오버핏을 선호하지 않아서 기본핏으로 구매했는데 아주 마음에 듭니다.
1930,역시 무탠다드 가성비 갑입니다. 핏도 무난무난하고 재질도 좋아요 감사합니다
1931,색감도 괜찮고 두께도 좋아요 ! 다음에도 구매하고 싶어요!
1932,결혼식에 입고갈옷이 필요해서 구매했어요 핏좋고 괜찮아요!
1933,사이즈도 좋고 시원하도 정말루 좋습니다 굿구둣
1934,맘에 들어요 핏도 좋고 할인할 때 사서 너무 좋아요
1935,가성비 좋은 블레이저입니다. 핏이랑 재질 모두 다 좋아요.
1936,좋습니다 몸도 딱 맞는데 팔 소매가 길어서 조금 아쉬워요ㅠㅠ 그래도 무탠다드 최고
1937,잘맞아요 팔길이만 조금 수선했어요 다른색상도살예정
1938,많이 팔린데에는 다 이유가 있네요. 하나쯤은 있어야할것같아서 구입했는데 대만족입니다.
1939,사이즈는 생각보다좀 좀 작고 한치수 더크게 시키기에는 애매하네요
1940,무난하게 입기 좋음. 생각보다 다소 얇야서 티에 받쳐 입기 좋음
1941,"블레이저 처음 구매라면 정말 추천드립니다. 사이즈도 좋고 라인도 잘 빠지고 옷감도 고급진느낌이 납니다. 봄, 가을 입기에 좋은 두께감입니다  셔츠105 사이즈 입는데 xl 괜찮습니다"
1942,좀 작은듯 딱 맞는듯 하네요 아쉽아쉽.. 그래도 이쁘네용
1943,낄끔하면서도 멋진 자켓입니다! 깔끔하게 입어야할 때 자주 입어요
1944,무난하게 이쁜 제품인건 알겠는데 주머니가 막혀있는게 의문이에요
1945,깔끔하고 이쁜 블레이저네요 종종 잘 입고 다닐거 같습니다
1946,살짝 끼는게 있는데 괜찮습니다.. 나름 가성비가 좋습니다.
1947,블레이저 첫 구매라 고민 많이 했는데 역시 무탠다드네요. 잘 입겠습니다ㅎㅎ
1948,"근육형은 아니지만 운동해서 평소 티, 맨투맨, 셔츠 XL입구요 자켓류는 키가 작아서 평소대로 한번 이것도 L 구매후 입었는데 딱 저스트에요"
1949,사이즈 적당함 팔이조금길지만 수선하믄될듯 조금 두꺼움
1950,완전 기본핏으로 나온것같아요 오버핏으로 입으려고 크게삿는데 딱맞는것같아요
1951,핏감도 좋고 재질도 좋습니다 선선한 날씨에 입기 좋습니다
1952,무난한 블랙은 어디에도 잘 어울리고 편하게 입을 수 있어요!
1953,회사에 입기 좋은 겉옷입니다. 품도 적당해서 자주 입습니다.
1954,이쁘다고 합니다 많이파세요 사이즈도 딱 좋아요 소매가 아주살짝 길터툐
1955,데일리로 입기 진짜 좋아요! 생각보다 자주 입게 되네요
1956,졸업 사진 찍으려 구매했는데 친구들이 엄청 부러워합니다 수트 핏이 짱 역시~~ 최고
1957,아주 베이직한 블레이저 반짝거리지 않아서 만 족
1958,너무너무 예쁘도 핏도 딱 맞아서 좋아요 배송도 빠릅니다
1959,깔끔하니 괜찮네요 무난 합니다 기본템으로 입기 좋아요
1960,조음 핏 이쁘고 두께감은 요즘 입기엔 더운데 가을쯤에 ㄱㅊ을듯
1961,딱맞고좋아요만족합니다 조낸굿굿팔기장 긴게 좀 아쉬움 ㅜ
1962,심플하면서도 좋아요 하나쯤은 다 갖고 있어야 할 아이템
1963,너무 좋아요 졸사 때문에 사긴 했지만 평소에도 잘입고 다닙니다 ㅎ
1964,몸에 맞는 블레이저가 많지 않아서 옷을 사기 힘들어서 길이가 너무 길지 않을까 걱정했었는데 세미오버정도로 적당하게 맞아서 좋아요!!  이정도 가격에 이정도 퀄이면 만족하고 다음에 또 다른 제품들 구매 의향도 있어요 ^^
1965,기본적인 블레이저입니다. 예의를 차려야하는 장소에 가는 사회초년생분들께 적합한 상품입니다.
1966,재질이 마음에들고 좋아요 다음에 또 구매하려구요~~~!!
1967,재질이 마음에들고 좋아요 다음에 또 구매하려구요~~~!!
1968,매장에서 입어보고 샀는데 저한테 사이즈 잘 맞고 마감 등 품질 좋았습니다.
1969,옷도 예쁘고좋은데 조금 두꺼운것같고 시원할때나되야지 입을수있을것같아요
1970,"188/78 소매 길이가 아쉬워요. 수선집에서 안감 꺼내서 늘려주긴 했는데, 안감 늘리는 경우를 감안 안 하고 제작되어 있어요."
1971,무탠다드 이름값해요 기본템으로 좋고 가성비 좋아요 정장이든 캐주얼이든 다 활용도 높아요
1972,어깨가 좁은 편인데도 남지 않고 딱 좋았어요 재질도 은근 두꺼워 한여름 말고 가을에 입기 딱 좋을 것 같아요
1973,키가 작아서 맞는 블레이저 찾기가 힘들었는데 이 제품은 M사이즈가 좀 작게 나와서 살짝 크긴 하지만 그래도 거의 딱 맞는거 같습니다 핏 정말 예뻐서 강추합니다
1974,사이즈잘맞습니다 잘입을게요 감사합니다 땡큐
1975,가성비 블레이저로 최고인 거 같습니다 코디하게도 쉽고 무엇보다 이뻐요
1976,딱 좋구요 가성비로 진짜 짱이에요 너무 맘에 들어요
1977,가성비 최고입니다. 작을까봐 xl했다 커서 사이즈 교환했네요. 여름에 입기엔 좀 더움
1978,너무너무 좋고 너무너무 편하고 역시 믿고 사는 무신사
1979,매우 추천합니다 배송도 빠르고 좋아요 추천합니다
1980,생각보다 좋고 잘 입었습니당 다음번에 베이지나 하얀색으로도 하나 더 살것같네염ㅎㅎ
1981,나쁘지 않아요 괜찮아요. 다른것도 구매해보고 싶네요
1982,너무 이쁩니다 색감 좋고 핏 좋고 다 마음에 들어요 색깔 별로 사고 싶네요
1983,무신사 이벤트한다고 싸게 샀는데 진짜 무텐다드 믿고 구매합니다
1984,사이즈도 오버 핏으로 딱 맞고 너무 이쁜거 같아요
1985,봄이랑 가을에 선선한 날씨에 걸치고 나가기 좋음
1986,두께감도 좋았고 어디든 다 잘어울려서 편하게 입기 좋습니다 !
1987,여름에 입으면 더울거같긴 한데 이쁘고 괜찮은듯
1988,몸에 착붙어요 핏도 잘 살고 조금 걱정했는데 대만족입니다
1989,기본으로 입기 좋습니다 핏도 정핏이고 두께감도 너무 얇지도 않고 두껍지도 않아요 가격대비 퀄리티도 만족
