,0
6183,두께감은 여름에는 못입을듯.. 상복이 없어서 구매했는데 그래도 노멀하니 괜찮아요 ㅎ 믿고사는 무스
6184,선물했는데 딱 적당한핏나와요 한사이즈크게 사서 넉넉핏나와요
6185,178에 73 입니다 아주 잘맞습니다 참고하세여
6186,역시 잘 팔리는 이유를 알겠어요 너무 편하고 사이즈도 딱 맞아요
6187,무난함을 넘어선 필수템. 다들 한 벌 쯤은 장만하셔야지요?
6188,봄에 입기 딱좋은 얇기입니다 가볍게 티위에걸처입기좋아요
6189,이 가격에 이 정도 퀄리티의 블레이저면 정말 좋다고 생각합니다~ 캐주얼 포멀 어떤 tpo에도 어울리케 코디할 수 있을 것 같아요
6190,어깨가 조금 끼긴해도 나름 만족하고 입을거같네요
6191,그냥 무난하고 이쁘네요 기장감이 살짝 작습니다
6192,사이즈도 딱맞고 잘입고다닐거같네여 편하고 좋아요
6193,정사이즈에 무난무난해요 더운 여름 빼고는 만능코디네요
6194,딱 정핏의 블레이저인 것 같아요. 엄청 깔끔해보이네요!
6195,"역시 가성비 무탠다드 블레이저 입니다.  입문으로 할인할때 구매해봤는데  한동안 무탠다드 블레이저만 입었습니다,, 무신사짱♥"
6196,처음 입어보는 블레이저 였는데 정말 만족하면서 입고 다닙니다 봄 가을에 입으면 어디에나 어울릴것같네요
6197,할인하면서 저렴한 가격에 좋은 가격으로 샀습니다 좋아요!
6198,정장 느낌이 좀 나고 디자인과 착용은 훌륭합니다.
6199,핏도 나쁘지 않고 소매가 긴 게 아쉽긴 하지만 잘 입겠습니다.
6200,역시 기본중에 기본이에요 너무 편하고 재질도 좋아요
6201,옷이 예쁘고 잘 맞고 너무 좋아요 다음에도 또 시킬게요 ㅎㅎ
6202,무탠다드는 믿고살만한제품이에요 언제사도괜찮은듯
6203,가성비 레전드 블레이저. 역시 무탠다드는 기대를 져버리지않아요
6204,완전 여름까진몰라도 봄 가을은 무난하게 잘 입을듯요 좋아요
6205,L이 더 잘 맞았을지 지금이 더 잘 맞는건진 정말 모르겠는데 어쨌든 만족합니다
6206,가격 대비 원단도 좋고 입었을 때 핏도 되게 좋아요
6207,"어깨가 넓어서 팔 줄일 생각으로 XL샀는데 팔도 많이 안길고 딱 괜찮아요. 가을, 봄에 입기 좋을 것 같아요 가을, 봄에 입기 좋을 것 같아요."
6208,무난하게 막편하게 여기저기 입기에 최적제품입니다
6209,운동하시는 형님들정도는 아니지만 어깨가 좀 있어서 어정쩡한 핏이 나올까 걱정했는데 역시 무신사입니다. 무신다 스탠다드는 사랑입니다.
6210,음 각이 먼가 이상했어요 사람마다 느끼는건 다르겠지요.. 쫌 산티나는것 같기도 하고
6211,무탠다드 처음사보는데 무난하고 이쁜것같어요
6212,데일리 및 데이트 룩으로 코디하기 안성맞춤입니다
6213,같은 가격대 블레이저 중에 가장 좋은거 같아요 가성비 굿
6214,가격대에 비해 질이 좋습니다. 다른 블레이저들보다 캐주얼하게 입기 좋습니다.
6215,생각한 것보다 더 정정사이즈 덕분에 블레이저 하나 더 구입함 장사 잘하네!
6216,핏이 정말 예뻐요 너무 마음에 듭니다 봄이 입기 딱 좋아요
6217,가성비 좋습니다. 기본에 충실한 상품이라 생각합니다.
6218,역시 무탠다드 블레이저 기본적으로 좋네요 ! 잘 입고 다니겠습니당 !
6219,편하게 오버사이즈로 잘 입고잇어요! 또 구매예정 ㅎㅎ
6220,이가격에 이정도 블레이저면 아주 무난하게 잘 입을거같아요
6221,165/60에 사이즈 적당해요. 더 짧으면 좋을거 같아요.
6222,기본중에 기본임 있으면 코디 폭도 넓고 손 많이 감
6223,인기가 많은데에는 다 이유가 있는거 같아요 기본템이니 고민하지 말고 사도 됩니다
6224,심플하고 적당한 날씨에 입기 좋은 블레이저 입니다 ㅎㅎ
6225,사이즈가 조금 작은 것 같고 팔길이도 살짝 짧은듯해요.. 그래도 만족합니다!
6226,처음 블레이저 사보는데 굉장히 무난하게 입을수있을거같아요
6227,깔끔한 기본블레이저에오 가성비 너무 좋네요 구매하셈
6228,가성비 좋아요... 근데 사자마자 할인은 가슴아프네요
6229,너무 이뻐요 데일리템으로 걸치고 다니기 너무좋아요
6230,아주 좋아요 많이 두꺼울 줄 알았는데 막 두껍지도 않고 마감도 잘 되어 있어 좋아요
6231,105 딱맞네요 정사이즈로 나온거같아요 베이직합니다
6232,필수템 무난하게 입을 수 있어 좋습니다. 무탠다드 무탠다드 하는 이유가 있네요.
6233,가성비 좋아요! 면 탄탄한 편이고 소매는 페이크지만 주머니는 페이크 아니에요! 다만 좀 더 오버핏 생각했는데 키가 작은데도 길이감이 그렇게 길진 않아요
6234,사이즈도 좋고 아주 만족하고 있어요 즐겨입고있슺니당
6235,딱 기본에 정사이즈가면 좁은 어깨가 드러나 보일까봐 한사이즈 업했고 기존에 세미와이드 슬랙스가 있어서 셋업으로도 괜찮을것 같네요 여름엔 어울수있으니 얇은거 원하시면 얇은거 따로 구매하세요
6236,한번씩 격식차리기에 무난합니다. 팔이 너무 길어서 키작남으로선 조금 아쉽습니다ㅠㅠ
6237,"177,58인데 m으로 샀으면 딱 맞을듯 했어요"
6238,무탠다드스럽게 딱 기본입니다 데일리로 많이 입었는데 이제 더워서 입기 힘들겠네요
6239,사이즈도 딱 맞고 처음인데 딱 맞아서 너무 좋아요
6240,적당하고 딱 모든게 보통인 무난한 블레이져 찾으시는 분은 이거 사면 도ㅐ요
6241,핏 괜찮네요~ 셋업으로 입기 좋네요 질도 괜찮아요
6242,적당한핏에 아주 편하게 잘입고있습니다~ 만족합니다
6243,예쁨 무난무난의 정석 생각보다 사이즈 안크니까 기장 잘 보고주문하세여
6244,기본 블레이저로 하나 장만했는데 활용도높고 질 좋아요
6245,"사이즈 전체적으로 잘맞습니다, 어깨가 살짝 있는편인데, 딱 맞네요~ 잘입고 있어요"
6246,xl는 좀 크네여 저랑 스펙 비슷하신분은 L로 가세여!
6247,무난하게 기본 아이템으로 좋은거 같습니다 역시
6248,장례식이나 격식차릴 자리에서 입으려고 샀는데 무난하고 너무 좋네요
6249,가장 기본이라고 하는 블레이저 입니다. 소매부분이 조금 길고 전반적으로 좋습니다.
6250,너무 깔끔하고 캐주얼하게 입을수 있어서 좋아요
6251,남동생 생일선물로 선물한건데 좋다고 합니다~ 휘뚜루 마뚜루 걸치기 좋대용!
6252,심플한데 이뻐요 재질 좋고 편하게 입고다니기 좋을거같아요
6253,깔끔하고 핏에 잘 어울려서 어디에 입어도 괜찮을 듯 합니다
6254,어깨는 넓은데 팔이 짧으편이라 기장수선해서 입었습니다 ㅠㅠ
6255,딱 잘맞아요ㅎㅎ 색상별로 다샀어요ㅎㅎ 패턴있는 블레이저들도 나왔으면ㅎㅎ
6256,"생각보단 괜찮네요. 잘 신을께요~ 수고하세요, 많이 파세요"
6257,깔끔하고 단정한 룩을 완성하기에 너무 좋습니다
6258,180에 마른 체형이면 XL가 조금 넉넉하게 잘 맞습다~
6259,무난템으로 아주 좋습니다. 가격 값 하는 제품입니다.
6260,어깨가 조금 작고 기장은 길고 애매하지만 초가을이나 봄엔 딱 좋을듯료
6261,깔끔하고 무난한 느낌입니다. 블레이저 처음 사본건데 만족합니다.
6262,가성비면에서 좋고 입기 좋아요. 잘 구매한 것 같습니다
6263,운동한 몸이라 그런지 살짝 끼는 느낌이네요. 오버핏으로 사시려면 XL추천드려요.
6264,생각보다 훨씬 괜찮은거같아요 핏도 그렇고 가격이상의 퀄리티에요
6265,무탠다드 슬랙스에 셋업으로 야무지게 입고 있습니드
6266,간절기에 입기 딱 좋은 블레이저입니다 딱 기본 두께감도 적당해요
6267,진짜 7만원 블레이저라고는 믿기지 않을 정도의 핏이고 질이랑 색감도 너무 좋습니다 블레이저는 정핏이 이쁜것같네요 이 블레이저 추천드립니다 오버사이즈보다
6268,너무 완벽한 기본템입니다 컬러별로 구매 예정이에요
6269,오버핏보다는 정사이즈이고 여름에 입기에는 살짝 두꺼워요
6270,무난하면서도 가격대비 싼티도 별로 안나는 가성비제품이라고 생각합니다.
6271,역시 무탠다드라 그런지 가성비 좋고 퀄리티도 좋네용
6272,와이드 슬렉스하고 같이 입으려고 샀어요. 생각외로 두께가 없진 않아서 더위 많이 타시는 분들은 참고하세요
6273,무탠다드는 역시 가성비 최고입니다 딱 기본 블레이저!
6274,너무커요..ㅋㅋ품이요..조금만줄여주세요ㅋㅋ감사합니다
6275,무난무난.. 항상 어깨가 좀 끼네요 무탠제품은 아쉬움
6276,마르지 않은이상 사이즈 조금 작을수 있으나 적당합니다. 가성비 좋습니다
6277,그냥 기본 블래이저 그냥 필수템 입니다. 무난하고 좋아여
6278,완전 딱 맞습니다. 한 사이즈 큰거 살걸 그랬어요 에효ㅠㅠ
6279,저랑 비슷한 신체스펙이시면 이사이즈로 가시면 완전 훌륭합니다 좋아요 이뻐요 옷
6280,처음 블레이져라는걸 사봤는데 이쁘게 코디 가능해요
6281,블레이저 뭐살지 고민했는데 딱입니다 그냥ㄱ거사세요
6282,괜찮아요 핏도 좋고 사이즈도 괜찮은 것 같아요 추천합니다
6283,저렴한 가격에 잘 샀고 완전 저한테 맞는 핏이라서 마음에 듭니다.
6284,정핏으로 입으려고 구매하는 분께 추천합니다 어깨에 패드도 있어요
6285,가성비좋ㄴ은거같아요 편하게입기도좋고 깔끔하게입을때도좋아요
6286,처음 블레이저 사봤는데 적당히 이쁘고 입문하기 좋은 것 같아용
6287,디자인 다 좋습니다만 바깥쪽엔 주머니가 없는게 아쉽네요 주머니가 있게 생겼지만 없습니다
6288,역시 좋아요 무탠다드 믿고 사요!!! 고민하지 마세요
6289,적당히 스탠다드 한 핏이에요. 안좋게말하면 너무 스탠다드하기도 한데 좋게말하면 적당히 캐주얼하네요
6290,깔끔하게 매치할 수 있는 블레이저를 가성비 좋게 구입한 것 같습니다
6291,제 키와 몸무게 비슷한분은 정사이즈 사야지 하시면 M사시는게 좋을거 같네요.
6292,이런 느낌이 제일 필요했는데 딱 좋고 누구한테나 어울릴거같아요
6293,역시 가성비 무탠다드 핏 너무 좋고 사이즈는 딱 맞아요
6294,허벅지가 좀 큰 편인데 출근용으로 입기에 딱좋아요색감도좋구요 텐션도 있어서 활동도 편해요 데일리로 입기 좋아요^^
6295,가격대비 좋은 퀄리티의 블레이저로 입문자분들께 추천드려요
6296,"사이즈랑 재질,마감 등 이랑 다 좋은것 같습니다 좋아요"
6297,모든면에서 적당합니다. 중간정도는 하는거 같아요
6298,다른 셋업으로 블레이저 찾다가 다시 돌아왔네요 가성비 좋습니다
6299,사이즈가 에메해서 두번이나 교환햣네요 .결국 L사이즈가 조금작긴해도 얼추 맞네요.품질은 좋은 편이고 핏도 맘에 들어요..일반 정장보다 한사이즈 다운해야할듯 합니다.
6300,첨입업핬을때 덩치가있는편이라 좀 작은거같아서 한사이즈 크게시킬걸그랬네요
6301,가볍게 입을 블레이져로 찰떡입니다. 결혼식 등 갖춰 입어야 할 자리에 입고가도 전혀 문제 없네요
6302,사이즈 딱입니다. 정사이즈로 가시면 좋을 것 같습니다.
6303,무난하고 어디에나 잘어울려용 다음에도 이 제품 구매할것같네요
6304,생각보다 작아요 한사이즈 크게 구매하셔야될듯합니다:)
6305,다른 브랜드들 블레이져랑 비교했을 때 퀄리티 하나도 안밀리고 예뻐요
6306,예뻐요 잘입을게요 싸게 잘산거 같아요 핏 적당해요
6307,블레이저가 마침 없어서 하나 장만했는데 이뻐요
6308,이쁩니다 옷 잘 입고 있어요 다른 색도 있으면 엄청 좋을텐데 아쉬워요 데디핏이라 더 이쁨
6309,봄이나 가을에 입으면 딱일거같아요. 기장도 그리 길지않고 좋네요
6310,처음사본 블레이저 인데 생각보다 입기 편해서 좋았습니다
6311,세미오버 느낌으로 입으려고 한사이즈업했는데 원하던 핏이 나와서 만족합니다. 무탠다드라 가성비 갑👍
6312,어깨가 생각보다 작음 자꾸 걸림 나머지 마감은 아주 만족
6313,생각보다 괜찮네여 그렇게 두껍지도 않고 얇지도않고 기본입니다
6314,핏 괜찮고 무엇보다 가성비가 좋습니다 잘입을게요
6315,가격도 괜찮은ㄷㅔ다가 쫀쫀하고 좋네요 추천합니다
6316,그냥 무난무난 하네요. 좀 기장이 길어서 아쉽지만 잘 입겠습니다
6317,너무 좋아요!!ㅠㅠ 세상에 역시 믿고 샀습니다ㅠㅠ 진짜진짜ㅜㅜ 너무 이뻐요 요즘 날씨에 입기 덥긴하지만 빨리 사고싶어서 바로 사버렸어요 ㅎㅎ 너무 만족!! 이 가격이라는게 믿어지지않아요.. 진씸.. 추천합니다ㅜㅜ
6318,옷이 생각보다 조금 두꺼운 것 같긴 하지만 전반족으로 만족합니다 역시 가성비무텐다드!
6319,옷이 생각보다 너무 예쁘고 질도 좋네요 많이파세요
6320,결론은 살만합니다 재질도 아주가까이서 보지않는이상 싼티는 안납니다 다만 검은색이라 먼지는 잘붙고 잘보인다는 단점만 빼면 좋아요
6321,역시 무탠다드..!믿고사는것같아요 가을되면 입어야쥬
6322,어깨가 딱 맞아요. 요즘 많이 입는 오버핏 느낌은 아닌데 그래도 좋아요
6323,이쁘게 큰 핏이네요 딱 입었을 때 살짝 루즈한 감이 있는데 그게 나쁜루즈함이 아니고 이쁜 루즈함
6324,블랙 네이비 차콜그레이 삿는데 매우만족합니다. 재구매의사잇어요 겨울~봄에입기 딱좋습니다.
6325,길이를 제일 고민했었는데 입어보니 엉덩이 위쪽까지더라구요 너무 맘에 들고 데일리로 자주 입을게요
6326,가성비 좋고 이쁘게 입을수 있을거 같아요 좋습니다
6327,음 두꺼움 늦가을까진무난해요 데일리로입기엔좋아요
6328,기본핏이라 딱 맞으면서 옷선이 이쁘게 떨어져요 이 가격에 위아래 셋업으로 정말 괜찮네요
6329,블레이저 매우 이쁩니다 그냥 정석적인 블레이저에요
6330,기본용으로 챙겨놓으면 좋습니다. 챙겨입어야하는데 정장입기는 머할때 입기 좋아요.
6331,진짜 좋아요 진짜 좋아요 사이즈 딱맞고 진짜 좋아요ㅔ
6332,블레이저 이렇게 이쁠줄 몰랐는데 가격대비 너무 질이 좋네용
6333,무난하고 좋아요 어깨도 그렇게 크지 않아요 추천합니다
6334,핏도 예쁘고 두께감은 봄 가을에 입기 적당해서 휘뚤마뚤 가능
6335,좋습니다 사이즈도 딱맞고 찰떡입니다 잘입겠습니다
6336,사이즈가 잘 맞습니다 정사이즈입니다 편하게 입기좋아요
6337,핏은 정말 착 감기고 좋네요. 근데 옷감이 두껍긴 하네요 확실히. 장점인건데 지금부터는 더워서 가을은 돼야 입을 수 있을 것 같아요. 지금 입으시려는 분들은 라이트웨이트로 가시길...
6338,가성비로 정말 좋아요 봄 가을로 자주 즐겨입을거 같아요
6339,크기도 딱 좋고 가성비로 입기 아주 좋습니다~~ 나중에 또 살게유
6340,한여릉빼고는 쭈욱 입을수 있은것 같아 요^^ 핏 이쁩니다^^
6341,옷감도 좋고 핏도 좋아서 굉장히 만족스럽습니다
6342,역시 무탠다드네요 필요할때 입기 좋습니다 핏도굿
6343,슬림하지도 과하게 오버하지도 않은 핏을 찾는다면 추천합니다 가성비 좋으네요~
6344,생각보다 나쁘지 않고 그냥 평범하게 입을만 한 것 같습니다. 좋아요 ㅋㅋ
6345,사이즈도 적당하고 이쁩니다. 캐주얼하게 입기 딱 좋아요
6346,아주 기본적인 블레이져입니다. 어디 간단하게 격식차릴때 입어도 괜찮아요
6347,품이적당한게좋아요 어깨가좀넓어요 가격대비만족합니다
6348,정말 무탠다드 블레이저는 대박입니다.감부터 핏까지 완벽!
6349,핏감 좋아요! 길이도 잘 맞아요. 저질도 좋아요. 추천해도 좋아요. 입기 좋아요
6350,좋은 가격에 퀄리티도 만족 합니다. 입문용으로 딱이네요.
6351,핏이 좀 애매하긴 하지만 퀄리티는 정말 좋아보여요. 더 작은걸 살껄그랬어요
6352,좋아요 옷이 생각보다 두꺼워서 넉넉하게 입고 싶은 분은 무조건 한 사이즈 크게 사셔야 해요 남자옷인데도 팔 길이가 길다거나 하지 않습니다
6353,좀 두꺼워서 초여름에는 못 입겠지만 이쁘고 좋은것 같아요
6354,무난하지만 기본템으로서 역할은 충분하네요 추천
6355,다들 L사이즈 입길래 따라서 샀더니 너무 딱 맞는 핏이 나와서 잘 안입어요. 만약 어깨가 드러나는 것을 불편해 하거나 오버핏으로 입으실 분들은 XL이상으로 사거나 다른 블레이저 찾는 걸 추천드려요
6356,맘에들어요 패스티발때 저렴하게 샀네요 좋아용
6357,품도 적당하고 전체적으로 사이즈도 잘 맞아요 기장도 좋습니다
6358,기본으로 입기 편합니다. 늦봄부터는입기 더울수 있습니다.
6359,입문용 블레이져로 가격도 디자인도 딱입니다 가성비도 긋긋
6360,"기본 중의 기본이라 구매했고 사이즈도 맞아서 잘 입고 있습니다. 기본 컬러라 후기 작성을 딱히 할 건 없지만 재질, 공법. 가격은 착하진 않아도 막 입어도 오래 입을 수 있을거란 확신을 주는 원단입니다. 블레이저라 실제 정장보다 크다고 느끼실 분 있을진 모르겠는데 총장도 1~2cm 차이고 총장이 긴만큼 팔도 커야하는게 맞기 떄문에 사이즈는 조건표 그대로구요 실제 입으시는 정장 사이즈랑 눈으로 재봐도 거의 비슷한 수준입니다. 크다고 느껴지는 건 정장은 허리 품을 잡아주는데 반해 블레이저는 일자로 떨어지고 팔 통도 더 넓기 때문에 그래 보일 수 있는데 그래서 더 편한 느낌을 주네요~"
6361,다좋은ㄷ 팔이 약간 짧은거같아 아쉬워요 다음에 떠 구매할게요~
6362,선물로 구입했어요! 진짜 기본 블레이져로 딱이에요
6363,팔이 긴 편이라 xl하니까 딱 맞네요 가성비로 좋은 거 같아요 블레이저 입문자 추천템
6364,기본 블레이저로 하나 있으면 편하게 입을 수 있어요 간절기에 그냥 청바지에 티한장 입고 위에 걸치면 뭐입을지 고민없이 그냥 바로 끝 블레이저 없으면 장만하세요
6365,아주 튼튼하고 좋네요 이뻐요 잘입을게요 감사합니다
6366,아빠 옷 훔쳐입은 거 같은 핏인데 질은 꽤 좋습니다
6367,기장이 좀 긴거빼고는 좋음 두ㄲㅓ운갓도 좋음 근데 어깨가 좁아서핏이 망가지는게아쉬움
6368,상품은 좋지만 무신사의 대처가 별로 좋진 않네요..
6369,깔끔하고 사진 그대로 똑같이 오는것 같고 살만 합니당
6370,무신사 스탠다스 정장의 정석같은 핏이에요 만족합니다
6371,무탠다드 블레이저답게 품질은 매우좋습니다! 가격대비 소재가 좋은것같가요! 다만 사이즈가 저한테는 조금 커서 아쉽습니다
6372,디자인 깔끔해서 이뻐요 옷도 튼튼한 것 같아요 좋아요
6373,디자인 깔끔하고 사이즈도 딱 맞아서 이뻐요 입기 편해요
6374,입으면 달달하이 참..맛 좋다 무신사 스탠다드는 ㅇㅈ합니다
6375,가장 기본에 충실한 옷이라 샀습니다. 마음에 들어요
6376,생각보다 얇지않아서 좋아요 아주 잘 산거같아요
6377,무난하고 예쁘네요 그냥 아무 코디에도 잘어울릴 것 같아요
6378,기본중의 기본. 이름값하는 블레이저 입니다. 나쁘지는 않고 그렇다고 엄청 좋지도 않음.
6379,옷 자체도 예쁘고 길이도 괜찮고 가성비도 좋네요
6380,어깨선 딱맞고 동일 가격대에 어디에도 찾아볼 수 없는 퀄리티입니다
6381,할인밪고해서 5~6만원 사이에샀는데 정말 말이안되는 가성비인거같습니다 이 가격대면 생각하지말고 바로사는걸 추천드립니다
6382,무탠다드는 늘 무난하게 입을수 있는것 같아서 좋아용
6383,딱 받고 고급스러운 느낌들어서 좋았습니다 핏도 조아용
6384,핏 잘 떨어져서 이쁘고 무난하게 입기 좋은 거 같아여
6385,색감 두께 재질 모두 다 괜찮은데 다만. 어깨 사이즈가 저한텐 좀 끼네요. 사이즈표 보고 xl주문했는데 베이식 라인이라 그런지 살짝 끼어서 팔 들어올리는게 조금 불편할 것 같습니다. 그 외의 다른 부분은 너무 만족합니다.
6386,베이식이라 몸에 딱맞게 사이즈가 나오네요 착한 가격이라 편하게 입고 다닐 수 있을듯
6387,기본으로 딱임요 블랙 하나는 있어야죠 대만족요
6388,가성비 블레이져로 좋은거같네요 잘입고 다닐게요
6389,야무진옷이에요 아무나 소화가능 없다면 꼭사세요
6390,그냥 하나있으면 무난하게 필요할때마다 입을수있는 옷이네요
6391,가성비 하면 무신사 스탠다드 만한게 없는듯 합니다 뭘사도 다 좋네요
6392,블레이저 처음 사보는데 역시 무탠다드네요. 항상 만족합니다.
6393,믿고 입는 무탠다드 어깨가 살짝 좁게 나와서 큰거 시켜야 좀 맞네요
6394,생각보다 작아서 라지치고 타이트해요 엑스라지가 맞을지두
6395,어느 옷에나 무난히 입기에 정말 좋습니다 다른곳 둘러보다가 결국에는 무신사네요...
6396,살짝 오버핏인데 공식적인 자리 갈때 입기 좋아요
6397,"왜 블레이저는 무신사 라고 하는 지 알겠더라고요 역시는 역시였어요,,"
6398,두께감도 적당하니 가격대비 품질이 괜찮은거같아요! 추천!
6399,기본템으로 완전 깔끔하고 좋아요 자주 입겠습니다
6400,평소 라지사이즈 입어서 라지로 주문했다가 어깨부분이 껴서 엑라로 교환했습니다.
6401,매우만족합니다. 딱 떨어지는 깔끔한 핏이 정말 마음에 들어요
6402,무탠다드.좋네요.  싼맛에.편하게 입지만.. 그저 싸보이지만은. 않는..
6403,"음, 한여름말고 봄가을에 입기 너무 딱임 그런데 말이야디자인은 이쁨"
6404,팔 길이가 좀 긴데 생각했던 것보다 너무 좋은 것 같아요
6405,남자친구 선물줬는데 사이즈 한번 바꿨어요! 바꿨더니 딱 맞고 아주 좋습니당 재질 진짜 괜찮아요 추천추천
6406,"제 스펙에서도 너무 큰 느낌이네요 사이즈 미스,, L 시킬골"
6407,말이 필요 없네용 너무 이뻐요 두께감이 있어서 좀 더운날에는 못입을거같아요
6408,사이즈 크지도 작지도않고 아주좋음 가성비 훌륭
6409,기본핏으로 입기 무난한 블레이저 입니다. 슬랙스와 셋업으로 착용 가능해요.
6410,사계절 입기 좋고 색이 선명하고 깔끔하고 좋아요!!!
6411,가성기로 좋고 기본템으로 꼭 있어야합니다 좋아요
6412,급하게 입을 일이 생겨 주문했는데 배송도 잘 왔고 옷도 마음에 드네요.  다음에 또 주문하겠습니다.
6413,생각보다 작게나와서 저도 180cm에 몸무게 80키로인데 XL시켰다가 XXL로 교환해서 입고있어요. 어깨도 어깨인데 소매가 짧게나온제품이라 사이즈 확인 잘하고 구매하시기 바랍니다. 두께감은 여름에 입을 정도는 아니고 봄가을용입니다
6414,아주 기본템이에요 오래입을거같아요 다들 꼭사세요 하하
6415,입을려고 했던 바지와 매우 매치가 잘되서 마음에 듭니다 ㅎㅎ
6416,깔끔해요 기본 블레이저 너무 잘산거같아요 몰론 지금 날씨엔 못입지만요! 가을되면 다른색으로 재구매할의사 있습니다. 잘입겠습니다~
6417,틱톡보다가 꼳혀서 쇼핑 나쁘지않음 많이파세욘
6418,"재질은 조금 아쉬웠으나, 가성비 블레이저 맛집 찾는다면 무탠이 답입니다요!!"
6419,가성비 좋은 블레이저 입니다 무탠다드 바지랑 찰떡
6420,사이즈 딱맞고 편하고 좋아요..배송도 빨리와서 입고 졸업앨범찍었어요.
6421,결혼식 입고가려고 샀는데 깔끔하게 괜찮은것 같아요. 딱맞는 핏입니다
6422,환절기용으로 입기 좋습시다. 가볍게 입으실거면 추천드립니다
6423,깔끔한 필수기본템이고 핏도 잘 떨어져서 좋습니다
6424,더 큰사이즈 살걸 그랬는데 정핏이라 애매했지만 괜찮아요으
6425,무난무난하게 가성비 아이템으로 아주 좋아요 굿굿
6426,역시 기본 아이템의 가성비 왕 입니다 봄 가을에 주로 입으면 좋을것같아요
6427,사이즈가 정말 오버핏으로 잘맞고 싸게 잘구매 했습니다
6428,어깨핏도 이쁘게 떨어지고 소매길이도 적당한거같아요! 다른색도 살 예정입니다 ㅎㅎ
6429,그냥 완전 오리지널리티한 블레이저 느낌이랄까? 좋습니다
6430,오버핏 블레이저를 저렴한 가격에 구매해보네요 만족합니다
6431,그냥 무난하고 깔끔합니다 어디 입어도 괜찮은 그런...?
6432,저렴한데 별로 저렴한 티도 안나고 괜찮은것같다요
6433,다른데는 사이즈가 없어서 못사서 산건데 어깨가 너무넓어서 다른거 못입으면 이거로ㄱㄱ
6434,사이즈도 적당하고 핏도 좋아요 편하게 잘 입을게요
6435,남친이 검은 마이가없어서 선물했어요! 사이즈 고민하다가 XL 했는데 딱 잘맞음! 핏도 예쁘고 가격도 저렴하고 굿굳
6436,옷은 이쁜데 팔을 움직이는데 살짝 불편한 느낌 있음
6437,적당히 슬렉스랑 크림진이랑 무난하게 어울리는 블레이져 입니다
6438,걱정했던거에 비해 사이즈가 딱 맞아요 핏도 이뻐요
6439,캐쥬얼하게 입으려 샀는데 면접볼때도 쓸수 있어서 좋아요
6440,살짝 가격때 ㄱㅊ은거 찾으시면 무탠다드 블레이저 추천드립니다
6441,바지 먼저 구입후 이뻐서 추가 구입 했습니다 같이 코디해도 너무 이뿌네요
6442,기본 아이템이죠 무탠다드에서 처음 구매해봤는데 만족합니다
6443,블레이져 입문 하는 사람들이라면 적절한 가격이 사기 좋네요 옷걸이고 주고 무엇보다 비싼 느낌이 듭니다
6444,베이직 스탠다드 핏이라 나같은 사람에게는 xl도 정사이즈 느낌. 상체에 두께감이 있거나 오버한 사이즈를 원하면 오버핏 라인으로 구매하는 것이 좋음(저는 가슴 둘레가 넓고 팔이 두꺼운 편임)
6445,두루두루 활용하기 좋ㅇㅏ요 적당한 오버핏이라 좋습니다
6446,진짜 딱 좋은 핏이 나오내요 저랑 비슷하신분 사이즈 이렇게 가시면 될듯요
6447,블래이저 처음 구매해보눈데 이뿌고 좋아요. 입문하기 좋은거같아요
6448,네이비 챠콜 미디엄그레이 다 가지고 있는 입장에서 블랙이 제일 손이 안가요... 제일 기본템인데 제일 손이 안가는 요상한 상황
6449,너무너무 좋고 진짜 엄청 예뻐요 무신사 아주짱이에요
6450,블레이저 처음 사는데 조금 크긴 한데 핏이 좋게 떨어지네요 ㅎ
6451,딱 정핏으로 입기 좋아요! 이쁘게 잘 입고 있습니다!
6452,저한테 팔길이가 좀 긴거 빼고는 전부 만족합니다!
6453,엄청난 오버핏을 기대하고 이 사이즈로 샀는데 기장만 길고 저ㄴ체적인 품은 그렇게 오버하지 않아서 아쉬워요 근데 가격대비 옷이 너무 괜찮고 잘 입고 다닐 것 같아요
6454,사이즈도 딱맞고 핏도 좋네요 필요할 것 같아서 샀는데 만족합니다
6455,무탠다드라 믿고 샀어요. 핏도 좋고 아주 만족합니다.
6456,무난하고 이쁜데 어깨가 좀 작네요 사계절 입기 무난할것 같아요
6457,핏이 정말 이쁘고 이 가격에 이정도 퀄리티가 나온다는게 말이 안된다고 생각합니다. 블랙은 기본으로 갖고 있으려고 샀고 다음엔 좀 더 밝은 색상으로 구매해보려고 합니다!
6458,매우만족합니다 스탠다드 핏과 컬러도 적당해요
6459,기본템으로 너무 좋아요! 깔끔하고 착용하고도 편해요
6460,무난한 블레이저에요 깔끔한스타일이고 사이즈는 제기준 정핏
6461,쿠폰 먹여서 5.5에 구매했는데 너무 만족스럽네요
6462,기본 중에 기본 블레이저 가성비 블레이저입니다. 너무 얇지도 너무 두껍지도 않은 적당한 두께감을 가지고 있어서 기본템으로 하나 가지고 있으면 좋습니다.
6463,정핏이라 그런지 생각보다 약간 타이트하네요. 그래도 핏이 좋아서 예뻐요. 잘입겠습니다!
6464,오버핏으로 입을려고 샀어요 두께감도 적당해요
6465,기본에 충실한 제품 기본을 원한다면 무적권 사야함
6466,무신사 블레이저 정말 이뻐요 고민하시는 분들 계시면 추천드립니다.
6467,딱 좋아하는 사이즈:) 어느 옷에나 잘 어울리는 것 같네요
6468,반팔에 저거 걸치고 회사 출근하기 ㄱㅊ 만족합니다아
