,0
2032,좋아요
2033,좋아요
2034,아이들에게 골라입으라고 했네요..ㅎ
2035,good
2036,good
2037,good
2038,good
2039,잘 맞아요. 근데 모자 세트가 안 왔어요.
2040,색상 이쁘네요. 잘 입을게요
2041,늘씬한 딸이 입으니 이뽀요. 집에서 막 입기 좋아요
2042,얇아서 겨울 엔 못입어요~~~~`
2043,받쳐 입기 좋아요?잘 샀어요?
2044,"아, 팔꿈치 아래 부분. 이음 부분 내부 불편하네요. 마당이나 닭모이 주러 나갈 때 입으려고 샀는데, 조금 무겁네요. 며칠 지난 후기 수정. 아?오늘 첨 입어봤는데요, 털이 넘 빠져요. 새하얗게 묻어나네요. 찍찍이로 떼어내도 끝없는. ㅜㅜ  ... 더보기"
2045,잘 받았습니다. 감사합니다!
2046,잘 받았습니다. 감사합니다!
2047,"이뻐요, 딸아이가 입으면 이쁠 것 같아서 구입?"
2048,감사합니다
2049,솜털 감당이 안되네요. 면100퍼 위에나 받쳐 입으시길...
2050,아랫배 부분은 딱 짱짱하게 잡아주고 그밑으로 주름이 있어서 체형커버가 잘되네요. 길이감도 딱이네요. 옷받고 기분 조아졌어요~
2051,블랙 구매후 예뻐서 아이보리도 구매. 아이보리 사이즈가 좀더 넉넉하게 나왔네요 . 크리스마스 선물 잘 받았습니다~ ^^
2052,목이 다 늘어나서 못입겠으나 4900원이니 왕복배송비 빼면 어쩔건지ㅠㅠ
2053,만족
2054,옷도편하고 이뻐요 좋아용 좋아용 좋아용
2055,좋아용 좋아용 좋아용 재질도좋고 옷이뻐요
2056,괜찮아요 그럭저럭
2057,그냥저냥 입을만합니다
2058,좋아요
2059,감사합니다
2060,감사합니다
2061,가슴은넉넉한데팔이반팔입고입었는데두쫌끼네요
2062,맘에드네요
2063,맘에 듭니다
2064,맘에듭니다
2065,맘에듭니다
2066,만족합니다
2067,만족합니다
2068,만족합니다
2069,"배송,상품 맘에들어요"
2070,여름옷이네요 잠옷으로 입기도. 그렇고 속바지로 입어야돌듯
2071,색상차가 있네요. 그냥저냥.....
2072,감사합니다 ~~
2073,Good!! 입니다^^
2074,옷이 참 편하네요 ~~
2075,"배송은 빠르게 도착했고,옷이 넘 따가워요,반품하기도 힘들고 귀찮아 상품평만 올림니다..이점 참고해서 구매하시면 됩니다.가격대비 저렴하지만 재구매 의향 없습니다"
2076,옷이 참 마음에 들어요~~
2077,번창하세요!!
2078,옷이 참 예쁘네요 ~~
2079,가격저렴하고 상품 너무좋아요
2080,가격저렴하고 상품 너무좋아요
2081,잘입겠 습니다
2082,감사합니다 ~~
2083,잘받았습니다 ^^
2084,좋아요
2085,감사합니다.
2086,감사합니다.
2087,사이즈는 크지만이뻐요
2088,사이즈 엄청 큰데 이뻐요
2089,가격대비 돟아요
2090,가격대비 좋아요
2091,좋아요
2092,별로입니다
2093,감사
2094,감사
2095,감사
2096,감사
2097,감사
2098,감사
2099,감사
2100,감사
2101,감사
2102,날씬해 보여요
2103,색상이 마음에 들어요
2104,예쁘고 좋아요
2105,엄청 추운 한파에는 입기 힘들고요 평범한 겨울 날씨에 입으면 될듯요 편하게 입을게요 밝은 색상 다행히 제 얼굴에 잘 받는듯해요 다림질 필수네요
2106,빠른배송
2107,빠른배송
2108,빠른배송
2109,빠른배송
2110,약간 큰 편이긴한데 요즘 대세니 맘에 들어요
2111,별하나도 아까워요 ㅡㅡ
2112,딱 가격~~~~~~~
2113,ㅡㅡ 사지마요 ......
2114,가성비가 짱입니다 강력추천합니다
2115,가성비가 짱입니다 강력추천합니다
2116,가성비가 짱입니다 강력추천합니다
2117,잘 받았습니다
2118,너무 구겨져서 서탁 후 잘 입으면 이쁠것 같아요.
2119,제가 워하던 니트가 아니라 바로 반품 합니다.
2120,가벼운 니트라 생각했던 스타일이 아니예요.
2121,생각했던 니트 재질이 아니라 바로 반품 합니다.
2122,잘받았습니다 저렴한 가격에 구입했어요. 잘입을께요
2123,얇긴해도 괜찮아요.
2124,바지가 밑위가 엄청크네요. 길이도..ㅠ 엄마드렸어요 엄마는만족하시네요
2125,상품 배송 만족합니다.
2126,상품 배송 만족합니다.
2127,만족
2128,그냥 그래요
2129,그냥 괜찮네요
2130,머스타드 색상은 맘에드는데 무지하게 도톰하네요.
2131,칼라가 맘에 들어 재구매함. 까끌거림은 그냥 입을만하네요.
2132,좋아요
2133,좋아요
2134,사이즈나 벽돌색 너무 마음에 드네요 근데 목은 좀 파였음
2135,길이나 두께 적당하고 핏도 좋아요 딴데서 비싸게 파는거 봤는데 싸게 잘 샀어요
2136,장난해요? 이거 초딩껀가요?허리가 늘어나지도않고 ㅡㅡ 넘작은데요?77까지? 44~55는되야할듯 ㅋㅋㅋㅋ
2137,좋아요
2138,좋아요
2139,좋아요
2140,상품배송 모두 만족합니다
2141,상품배송 모두 만족합니다
2142,상품배송 모두 만족합니다
2143,좋아요
2144,반품
2145,잘받았습니다
2146,상품도생각보다 좋고 배송도 빠르네요
2147,상품도생각보다 좋고 배송도 빠르네요
2148,상품에 만족합니다.
2149,상품에 만족합니다.
2150,상품에 만족합니다.
2151,좋아요
2152,55인데 77이 왔네요. 반품합니다
2153,좋아요
2154,좋아요
2155,좋아요
2156,우리집 할멈 주려고 삿는데 한방 먹엇어요 싸이즈가 너무 작다나 이건 타이트하게 입는겨 해도 아닙니다 하면 끝입니다
2157,사이즈가 작게나옴 그런데 잘 늘어나요 아주편해요 색상도 이뻐요 두께도 도톰하고 올겨울 패딩안에 입고다니기 좋아요
2158,사이즈가 정확하지 않고 부족하네요 클줄알고 아들입히려다가 제가 니트안에 입고다녀요
2159,저렴한 가격에 구입하게 되어 좋습니다
2160,가격 대비 입고 다니는데 괜찮네요.
2161,가격 대비 재질도 괜찮네요.
2162,좋아요
2163,맘에 들어요
2164,생각보다 두툼하고 넉넉해서 음.. 괜찮아요
2165,스판이좀 약한데 색상은 이뻐요 근데 좀 작은?
2166,가격착하고.배송도빨라요
2167,별로네요
2168,별로네요
2169,별로네요
2170,별로네요
2171,별로네요
2172,늦겨울에서 초봄쯤 잘 입을 듯 세탁해 놓으려고 뒤집었어요.
2173,대박~~ 짜임도 좋고 예뻐요.
2174,좋아요.
2175,롱은아니더라도 허리길이는될줄알았는데 실측사이즈차이가많이나네요
2176,가격도저렴하고 배송도빠르네요
2177,연한 핑크라 예쁘고 원단도 정말 좋고 스판성도 굿이에요 단지 살짝 작게 나온 사이즈라 한치수 크게 입으시면 나무랄때 없습니다
2178,쫄티 몹지 않은 압박감 팔이 터질듯 정말 초날씬 아닌 이상 가까이 하기엔 먼 당신이에요
2179,배송도 빠르고 품질이 진짜 좋아요.
2180,가격대비 완전 좋아요
2181,생각보다 도톰한 니트 재질이라 따뜻해요 블랙이라 먼지가 많이 묻는건 어쩔수 없네요 굿~
2182,칼라감이 연핑크인듯 살짝 베이지톤이 있어 더 예쁘고 원단도 쫀쫀하니 아주 좋아요 굿~
2183,사이즈가 잘 맞아요 조끔 까슬거리네요 ㅎ
2184,그냥그래요
2185,잘 받았습니다
2186,불량
2187,잘 받았습니다
2188,잘 받았습니다
2189,가성비좋음
2190,좋아요
2191,좋아요
2192,잘쓸께요
2193,잘쓸께요
2194,잘쓸께요
2195,잘쓸께요
2196,재질이 까칠거려 보통이에요
2197,디자인은 맘에 드는데 니트는 맘에 안듬
2198,좋아요
2199,보통이에요
2200,보통이에요
2201,보통이에요
2202,보통이에요
2203,보통이에요
2204,보통이에요
2205,보통이에요
2206,보통이에요
2207,보통이에요
2208,보통이에요
2209,보통이에요
2210,보통이에요
2211,보통이에요
2212,보통이에요
2213,보통이에요
2214,참 좋습니다.
2215,조와요.상품 품질 조와요
2216,조와요.상품 품질 조와요
2217,조와요.상품 품질 조와요
2218,조와요.상품 품질 조와요
2219,조와요.상품 품질 조와요
2220,조와요.상품 품질 조와요
2221,조와요.상품 품질 조와요
2222,조와요.상품 품질 조와요
2223,조와요.상품 품질 조와요
2224,조와요.상품 품질 조와요
2225,옷을 너무 이쁘다 ??
2226,가성비 굿
2227,가성비 굿
2228,가성비 굿
2229,가성비 굿
2230,가성비 굿
2231,빤짝이네요. ㅜ.ㅡ
2232,이가격에득템요*^^*
2233,저렴하게 잘 샀네요
2234,잘 받았습니다~!!
2235,얇긴하지만 괜춘하네요~!!
2236,아이보리라기보단 크림색에 가까워요~!!
2237,엄청 얇네요 ㅎㅎ
2238,"색깔도 핑크색 이쁘고 꽈배기도 예쁜데 옷이 작아요. 55사이즈 마른체형인데 얻어입은옷 처럼 작아요. 초등 저학년이 맞을듯,, 그런데다 어깨 시접이 두껍고 이상하게 생겨 불편해서 수선하려고 뜯었는데 망했어요. 못입겠네요 ;;"
2239,편하게 이너로 입을듯
2240,좋은데팔길이많이짧음
2241,딱가격만큼쓰
2242,조아요 재구매
2243,감사합니다
2244,감사합니다
2245,감사합니다
2246,감사합니다
2247,입고 벗을때 힘들어요 한겨울에 입기엔 얇아요
2248,지금입지 못해요 넘 얇네요
2249,잘받았어요
2250,잘받았어요
2251,잘받았어요
2252,그럭저럭
2253,저렴하니좋아여
2254,가격만큼
2255,그럭저럭
2256,포장이 좀 그렇지만 배송빠르고 가격대비 만족
2257,포장이 좀 그렇지만 가격대비만족
2258,포장이 좀 그렇지만 가격대비 만족해요
2259,좋아요 좋아~~~
2260,좋아요 좋아~~~
2261,입기가 난감~이너티 그냥 그래요
2262,그냥 가격만큼 이고요 겉기모도 아닌데 뭉침이 있을수 있을것같아요 ~
2263,가격대비 입을만 합니다.
2264,가격대비 입을만 합니다
2265,맘에들어요
2266,맘에들어요
2267,배송문제만 아니었음 대체로 만족..
2268,배송문제만 아니었음 대체로 만족..
2269,배송문제만 아니었음 대체로 만족..
2270,배송문제만 아니었음 대체로 만족..
2271,배송문제만 아니었음 대체로 만족..
2272,배송문제만 아니었음 대체로 만족..
2273,배송문제만 아니었음 대체로 만족..
2274,수고하세요
2275,수고하세요
2276,구김이 심하다.
2277,구김이 세탁후에도 그대로....
2278,부드럽고 가볍고 색상도 괜찮아요
2279,디자인이랑 재질은 괜찮은듯한데 좀 무겁고 소매길이가 좀 긴듯하네요~
2280,나름 이쁘네요
2281,좋아요ㅎㅎㅎ 아 요 ㅎ ㅎ ㅎ
2282,좋아요ㅎㅎㅎ 아 요 ㅎ ㅎ
2283,좋아요ㅎㅎㅎ 아 요 ㅎ ㅎ ㅎ
2284,조아요
2285,조아요
2286,바지가 왜이래요! 허리도 밴드라 줄줄 왜이리 큰지 싸서 산건데 반품이나 이거나 줄여서 입어야 되나
2287,바로 린스했습니다
2288,색상은 대체로 좋으나 너무 얇아요.
2289,색상은 대체로 좋으나 너무 얇아요.
2290,색상은 대체로 좋으나 너무 얇아요.
2291,색상은 대체로 좋으나 너무 얇아요.
2292,싼 이유가 있어요. ㅠㅠ
2293,싼 이유가 있어요. ㅠㅠ
2294,짧네요
2295,좋아요
2296,좋아요
2297,오늘 왔군요 색상은 별루인데요
2298,만족ㅋㅋㅋ
2299,만족ㅋㅋㅋ
2300,만족ㅋㅋㅋ
2301,만족ㅋㅋㅋ
2302,만족ㅋㅋㅋ
2303,만족ㅋㅋㅋ
2304,살닫는 부분이 너무 까칠하고 따가워요ㅡㅡ; 폴라 목선부위도 잘안늘어나서 좀 불편하네요 손이 안갈꺼 같아요 ㅠㆍㅠ
2305,잘 받았습니다
2306,잘 받았습니다
2307,딱 가격만큼이네요.
2308,기장 너무 짧고 너무 얋네요.이 갸격만큼이네요
2309,.
2310,자주 입을꺼 같지는 않아요~
2311,하자는 없습니다. 이 가격에 바라는건 아닌듯~
2312,저라두 입어야죠~
2313,애들이 안입어유~ ㅠㅠ
2314,잘 받았습니다.
2315,잘 받았습니다.
2316,예뻐요~
2317,좀 붙네요~
2318,냄새가ㅠ
2319,좋아요
2320,좋아요
2321,조아여
2322,조아여
2323,원단이 도톰하고 좋아요.옷도 이뻐요.
2324,편하고 좋아요. 키큰사람은 짧을것같아요
2325,팔이좁아서 올케 주었어요
2326,좋아요.
2327,굿
2328,굿
2329,얇은 가디건이네요 민소매입고 걸치기 좋을듯
2330,봄에 입기 좋을것 같아요
2331,가격대비 넘 맘에 들어요
2332,팔끝이나팔이라 일상생활에서불편
2333,좋아요
2334,가격 대비 싸구 예뻐요~~
2335,좋아요
2336,사진과는 영 다르네요 지금은 입기 힘들거 같아요 다 비치네요 역시 가격만큼 값어치 하는듯
2337,사진과 같네요
2338,냄새가 심하네요
2339,원피스로는 못 입겠네요 셔츠같이 입는 것이었네요
2340,좀 작긴하지만 가성비가 좋아요 만족합니다
2341,가성비가 좋아요 만족합니다
2342,가성비가 좋아요 만족합니다 잘 입고 다녀요
2343,가성비가 좋아요 만족합니다
2344,잘받았습니다. 좋아요
2345,기대를 넘했나요 딱 가격만큼 못입을것같네요.
2346,그냥 가격만큼 입지않고 그냥 놔둘듯
2347,저렴하고 사이즈가큰편입니자
2348,잘 받았습니다~~
2349,너무가벼워서 좋아요 색상도 이쁜데 맘에들어요
2350,엄청부드럽고 따뜻해요 가벼워서 안입은것처럼 편하고 좋아요
2351,좋아요
2352,따듯한 기모바지 기장 넉넉 굿
2353,깜찍하고 이뿌네요.굿~~~~
2354,좋아좋아요
2355,좋아좋아요
2356,가격대비..관찬네요
2357,편안해서 좋고 예뻐서 좋고 저렴한 가격으로 주셔서 고맙습니다
2358,차마 코트라 할수가 ..
2359,무지 가벼워요 따뜻함은 포기해야하네요
2360,별로
2361,별로
2362,좋은 상품 감사합니다
2363,좋은 상품 감사합니다
2364,트레이닝 느낌입니다
2365,소매가 짧은걸 모르고 샀네요
2366,잘받았습니다
2367,감사합니다. 많이 파세요.
2368,감사합니다. 많이 파세요.
2369,가성비는 좋은데 까슬까슬하여 신경이 쓰이네요
2370,가성비는 좋은데 까슬까슬하여 신경이 쓰이네요
2371,예쁘고 맘에 쏙들어요 즐겁게 잘 입겠습니다
2372,내가 원하는대로 맘에 쏙 들어요 넘 예뻐요
2373,신축성은 좋아요 보풀 없을거 같고 하의 66은 좀 타이트하네요 길이는 너무 미니 아니여서 좋아요
2374,좋아요
2375,최고예요 번창하세요
2376,최고예요 번창하세요
2377,비니수 한정수량 10%+10%쿠폰 한파준비 기모 후드/니트/팬츠 좋아요..
2378,감사합니다.
2379,아직 입기전이라
2380,생각보다 좀 작네요
2381,감사합니다
2382,저렴하게 구매했네요 기모바지 따뜻하게 잘 입겠어요
2383,좋아요 잘맞아요
2384,예쁘네요 가격비해 좋아요
2385,부드럽고 따뜻해요
2386,조야ㅡ
2387,조아모
2388,따뜻하고 좋네요
2389,가격대비 괜찮아요 편하게 입기좋아요
2390,가격대비 괜찮아요 편하게 입기좋아요
2391,가격대비 괜찮아요 편하게 입기좋아요
2392,가격대비 괜찮아요 편하게 입기좋아요
2393,가격대비 괜찮아요 편하게 입기좋아요
2394,가격대비 괜찮아요 편하게 입기좋아요
2395,가격대비 괜찮아요 편하게 입기좋아요
2396,가격대비 괜찮아요 편하게 입기좋아요
2397,가격대비 괜찮아요 편하게 입기좋아요
2398,가격대비 괜찮아요 편하게 입기좋아요
2399,가격대비 괜찮아요 편하게 입기좋아요
2400,가격대비 괜찮아요 편하게 입기좋아요
2401,잘받았습니다
2402,회색 니트치마고 후리아고 길이는 7부고 따시고 싸고 좋아요
2403,두께감이 조금 앏아요.봄 가을용~~
2404,가격대비 괜찮아요..
2405,가격대비 괜찮습니다...
2406,잘 받았습니다~ 요것도 겨울용 니트가 아니예요 엄청 얇아요~
2407,잘 받았습니다~
2408,잘 받았습니다~ 검정색 사서 입어보니 괜찬아요 아이보리도 재구매~
2409,잘 받았습니다~
2410,감사합니다
2411,이쁜니트
2412,한해입기괜찮습니다^^
2413,한해입기괜찮습니다.
2414,한해입기괜찮습니다.
2415,잘받았습니다
2416,잘받았습니다
2417,보통 이집 옷이 작아서 하나 크게 샀는데 이건 또 크네요
2418,몇 시간 입었는데 보풀이 일어나네요..ㅠㅠ
2419,잘받았습니다
2420,xltucmsms tkdlwmrk wkrspdy rlfdleh Wkfqrh difqdktj qha dpsk dlqdmfRk gody~
2421,치마 너무 예뻐요 색상도 너누 예뻐요~~
2422,치마 너무 예뻐고 쫀쫀하게 잘 짜여서 도톰하네요사이즈도 초등학생 한테 딱 맞네요~~
2423,좋아요
2424,수고하세요
2425,수고하세요
2426,너무 까칠해서 못입겠어요.
2427,좋아요
2428,좋아요
2429,좋아요
2430,좋아요
2431,좋아요
2432,색도 디자인도 좋아요
2433,이쁘게 잘 입을께요
2434,이쁘게 잘 입을께요
2435,이가격에 이런옷 구입할수 있다니 감사할 따름입니다
2436,저렴하게 구입했는데 옷도 괜찮네요
2437,색상이쁘고 편해요
2438,상품석택을 잘 못 했어 치수가 적고 안맞네요
2439,가격만큼
2440,가겨만큼
2441,좋아요
2442,좋아요
2443,우선 옷에서 냄새가 너무 심하게 나서 오자마자 세탁했어요 오래된 창고의 곰팡이 냄새같은 퀴퀴한 냄새가 박스를 열자마자 너무 심하게 나더락고요 싼 가격에 구매했지만 좀 아쉽습니다
2444,무난합니다 잘 입을게요^^
2445,적당한 도톰함에 여름 빼고 나머지 계절에 전부 입을 수 있을것 같아요^^
2446,맘에들어요. 괜찮네요 . 재구입해야겠어요.
2447,착한가격에 잘 구입했어요 괜찮네요
2448,맘에들어요. 괜찮네요 . 재구입해야겠어요.
2449,잘 받았습니다~ 좋습니다~^^
2450,잘 받았습니다~ 좋습니다~^^
2451,감사합니다.
2452,감사합니다.
2453,감사합니다.
2454,감사합니다.
2455,디쟌 이뻐요.
2456,구김이 안없어져요.ㅠ 정전기도...
2457,좋아요
2458,가격대비
2459,아레나퀼팅더플코트 레드 큰사이즈 아니구요 한겨울엔 안되고 봄 가을에 입어야 할꺼 같아요
2460,"감사합니다,"
2461,상품 배송 가격 만족합니다.
2462,빠른배송 가격대비 괜찮아요
2463,착한가격 물건도 나쁘지않아요
2464,배송빠르고 좋아요
2465,까슬거려 못입겠어요
2466,좋아요~ 잘입겠습니다.
2467,좋아요~ 잘입겠습니다.
2468,좋아요~ 잘입겠습니다.
2469,좋아요~ 잘입겠습니다.
2470,좋아요~ 잘입겠습니다.
2471,좋아요~ 잘입겠습니다.
2472,좋아요~ 잘입겠습니다.
2473,좋아요~ 잘입겠습니다.
2474,좋아요~ 잘입겠습니다.
2475,제가 입으니 답답해서 딸줬네요. 딸이 입으니 이뻐요
2476,이뻐요
2477,이뻐요
2478,가격대비 품질은 괜찮은거 같은데 한번 빨아 봐야 더 확실하겠죠
2479,착한 가격 좋으네요
2480,착한 가격 좋으네요
2481,품질은 가격대로 네요
2482,저는 롱을 원한건데...무릎 조금 밑이네요...참고로 163cm입니다
2483,색이나 디자인 괜찮으나...따뜻하진않네요
2484,"코트면 코트, 패딩이면 패딩~ 어떤 옷과 함께 입어도 잘 어울리네요 거기에 빠른배송과 착한가격에 한번 더 감동합니다"
2485,카멜이나 오트밀색 코트와 코디해서 안쪽에 입으니 따뜻하고 이뻐요
2486,어느 아우터와 코디해서 입어도 잘 맞아요 득템했네요
2487,가격이 너무 착해서 큰 기대 안했는데 품칠 좋아요 사이즈도 딱 맞고 코트 안에 입어서 코디학 좋아요
2488,배송도 빠르고 옷도 맘에 들어요 가성비 완전 좋아요
2489,잘 입고 있어요
2490,잘입고 있어요
2491,크기는 적당한데 좀 얇아요
2492,옷은 이쁜데 팔이 너무 길어서~좀 그래요
2493,매끈하고 좋습니다.
2494,얇은 니트인줄 알았는데 겨울에 입어도 되네요~이뻐요
2495,생각보다 좀 어두운 핑크인데 괜찮아요 이뻐요~
2496,사이즈 좋고 컬러도 이뻐요~ 득템~
2497,0
2498,0
2499,가격대비 넘 좋아요 많이 파세요
2500,가격대비 상품좋아요.
2501,그냥그래요
2502,그냥그래요
2503,그냥그래요
2504,잘 받았습니다
2505,잘 받았습니다
2506,잘 받았습니다
2507,정 사이즈구요 좋아요
2508,입어야 하나 버려야하나
2509,입어야하나 버려야하나
2510,편하고 좋아요.
2511,"목이 좀 넓은 편이고, 세탁시 물이 너무 빠지지 않는다면 괜찮습니다. 아직 세탁을 안해서 모르겠어요"
2512,"44~55사이즈 분들 추천이고요, 목이 가로가 좀 더 넓은거 같고, 좀 어설픔."
2513,사이즈가 넘 작아요.
2514,싸게 잘 샀어요~ 감사합니다
2515,싸고좋아요
2516,싸고좋아요
2517,길이가 너무 짧아요~ 상세사이즈보다 짧음.. 반품귀찮아서 레이어드해서 입으려구요..
2518,이뻐요~~가을에 입으면 좋을드!!
2519,길이감도 좋고 이뻐요~
2520,찔려요
2521,살에다이면 찔려서 버렸어요
2522,너무 따듯하고 편하네요
2523,뼈만 있어야지 입을수 있네요.
2524,별로네요
2525,가격 자렴하구 배송도빠르내용 다른옷은. 100입는데. 이건 95. 입어도잘맞내용 마이파셔요
2526,추운날씨에 딱이네요.
2527,잘받았습니다 감사합니다
2528,잘받았습니다 감사합니다
2529,감사합니다
2530,감사합니다.
2531,잘받았어요
2532,ㅡ또 할안하면 젛겠어요
2533,예뻐요 잘 압고다뇨요
2534,좀 작아요
2535,싸게 잘 샀어요ㅔ
2536,빠름
2537,빠름
2538,빠름
2539,빠름
2540,빠름
2541,"골지처럼 딱 달라붙진 않을까 걱정했었는데, 다행이도 달라붙지 않고 적당하게 핏되네요 가디건 디자인이 이쁘고 깔끔해요! 저렴한 가격으로 득템한 기분입니다!"
2542,원단은 좋은데 좀 크네요
2543,원단은 좋은데 좀 크네요
2544,보통 55보다 작은 55네요. 별로 따뜻한 소재는 아녜요.
2545,넘 맘에 들어요 저렴한 가격에 감사~
2546,가격 생각하면 그냥 입어야죠~ 옷감이 약간 아쉽네요
2547,맘에 들어요 가격이 넘 저렴해서 걱정했는데 아니네요
2548,그냥그냥해요
2549,그냥그냥해요
2550,가격대비 넘 좋으네요
2551,가성비짱 ~~!!
2552,별로에요
2553,가성비짱 ~~!!!
2554,조아요
2555,그저그래요
2556,가성비짱
2557,좀 따갑고 사이즈가 커요. 그래도 가성비 괜찮아요.
2558,좀 따갑기는 한데 이 가격에 이 퀄이면 만족해요. 사이즈는 많이 크네요.
2559,좋아요
2560,좋아요
2561,사진과 다르게 앞이 너무 짭아서 입기가 아니네요.
2562,고맙습니다
2563,마음에 들어요
2564,무릎담요같음
2565,그럭저럭 창고에 오래둔건지 좀 냄새가..
2566,색상이 맘에 들어요
2567,가격대비 좋아요
2568,좋아요 ~~~~~~~~
2569,이럴줄 몰랏어 털이너무 많이빠지네 용 돈 아까비 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ ?? 발음
2570,까끌까끌 하고 그저 그래요
2571,빠른배송 감사압니다
2572,보통입니다!
2573,편하고 예뻐요!
2574,가벼워서 편해요~~
2575,빠른배송 좋아요
2576,가격대비 좋아요~~
2577,저렴해요
2578,사이즈 엄청작아요
2579,작아요
2580,잘 도착했습니다.
2581,잘 도착했습니다.
2582,잘 도착했습니다.
2583,잘 도착했습니다.
2584,잘 도착했습니다.
2585,잘 도착했습니다.
2586,가격만큼 해요
2587,생각보다 색깔이 별로네요 길이도 짧아요
2588,생각보다 그냥그래요 기분 전환용으로 입을건데
2589,싸고좋아요
2590,내일 입을예정.잘입겠습니다
2591,내일 입을예정입니다 잘입겠습니다
2592,"내일 입을예정언데,잘입겠습니다"
2593,잘받았습니다
2594,따듯한데 좀 까슬거려요
2595,좋은데.. 좀 까끌거려요
2596,잘받았어요
2597,이쁘요
2598,좋아요 빠르게 잘 받았습니다
2599,집에서 편하게 입기 좋네요. 안에 얇게 기모도 있고.
2600,옷감이 좀 까끌거리네요. 저렴히 샀으니 패스합니다.
2601,"편하게 입으려고 샀는데.. 옷감이 좀 까끌거려요. 저렴하게 샀으니, 패스합니다."
2602,조끼가 생각보다 작아요. 세련되지는 않네요..
2603,사이즈가 커서 아들 줬는데 의외로 잘 어울리네요
2604,편하고 따뜻합니다. 집에서 곧바로 입었네요.
2605,신축성이 있고 편합니다. 예쁘네요
2606,생개보다 고급스럽진 않고 그냥 입을만 합니다.
2607,이쁨. 길이가 좀 짧은듯
2608,편하게 잘 입을꺼같아요~
2609,길이감도 좋고 니트는 얇은거같은데도 따뜻해요ㅎㅎ
2610,잘입을께요배송굿상품도굿가격도굿
2611,배송도빠르고옷도따뜻하니코트속에받쳐입기좋아요
2612,싸고좋아요잘샀어요
2613,잘입을께요~^^
2614,잘입을께요~^^
2615,잘입을께요~^^
2616,환불해주세요
2617,환불해주세요
2618,"배송,상품 맘에들어요"
2619,"배송,상품 맘에들어요"
2620,"배송,상품 맘에들어요"
2621,평소 66입는데 품 넉넉해요
2622,잘 받았습니다
2623,잘 받았습니다
2624,저렴히 잘 샀어요 좋아요
2625,저렴히 잘 샀어요 좋아요
2626,저렴히 잘 샀어요 좋아요
2627,싼가격에 괜찮아요
2628,색깔도 옷도 맘에들어요
2629,색깔은 맘에들어요
2630,조금 까슬까슬 한것같아요
2631,옷이 잘맞아요
2632,감사합니다만족합니다좋아요
2633,감사합니다만족합니다좋아요
2634,감사합니다 만족합니다좋아요
2635,감사합니다만족합니다좋아요
2636,잘받았습니다 감사합니다
2637,잘받았습니다 감사합니다
2638,좋아요..^^
2639,좋아요..^^
2640,좋아요..^^
2641,지금 입기엔 얇지만 저렴해서 미리 준비했어요.
2642,감사합니다
2643,입을만합니다 색상은 이쁘네요
2644,사진하고 많이 달라요 가격이 말해주네요
2645,싸게 잘 구매했음 좋아용 굿
2646,싸게 잘 구매했음 좋아용
2647,싸게 잘 구매했음 좋아용
2648,옷이 미니네요 작아요 마니
2649,싸게 잘 구매했음 좋아용
2650,저렴하게 구매해서 만족합니다
2651,잘받았습니다
2652,잘받았습니다
2653,감사합니다..
2654,"./V,H"
2655,".,"
2656,품도 넉넉하고 옷감도 좋와요
2657,감사합니다.잘 입을게요^^
2658,얇아서 봄에 입어야해요
2659,배송빠르고 저렴하고 아주 좋아요
2660,저렴하고 핏이 좋아요 다만 목이 꺼끄러워서 몇번 못입을듯
2661,66사이즈 없어서 77주문했더니 너무 크네요
2662,만족합니다
2663,네에~~ 아주좋아요 져렴하구요
2664,실측 싸이즈보다 작거든요 제가 기성복을 한두번 사는거도 아니고 참 어처구니 없네요 싼게 비지떡 이건 아니라고 봅니다 반품 배송비가 더 비싸무로 그냥 버릴게요
2665,색깔 디자인 너무 이쁜데 ㅋ소재가 까끌거림
2666,괜찮아요
2667,조네요 많이 파세요
2668,딱 가격값만 하네요~
2669,너무 너무 좋아요 굿 굿 굿 굿
2670,너무 너무 좋아요 굿 굿 굿 굿
2671,어깨를 낮게 입어야 되네요 처음 입을때는 뒤가 짧은줄 알았음
2672,사이즈 넉넉
2673,착용전인데 무난합니다
2674,타이트하지 않고 플레어 느낌이라 좋네요
2675,좀 무거운데 따뜻하고 맘에 들어요 좀 늘어지는 느낌은 있네요
2676,누군가가 입다가 보낸 것처럼 포장하나 없이 덩그라니..그것도 모자라서 목부위 불량으로 교환신청해서 보냅니다. 잘 챙겨서 보내주세요~
2677,얇아요 길이는 적당
2678,배송잘받았습니다.
2679,가격만큼
2680,좋아요
2681,좋아요
2682,생각보다 좀 짧아요
2683,너무 옷이 까칠 한에요 반품 하기도 그래서 그냥 입으려고요
2684,굿
2685,이뻐요
2686,이뻐요
2687,이뻐요
2688,이뻐요
2689,잘받았습니다
2690,잘 받았어요. 맘에들어요.
2691,잘 받았어요. 맘에들어요.
2692,잘 받았어요. 맘에들어요.
2693,가격어쩔거에요.이보다착할수가있나요
2694,가격도품질도대만족입니다
2695,가격대비괜찮네요편하고굿
2696,옷 이뻐용
2697,옷 좋네요
2698,뻣뻣하고 깔끌거림
2699,안녕하세요 ^~^잘 도착 했어요
2700,안녕하세요 ^~^잘 도착 했어요
2701,래이어로 내복보다더 좋아요
2702,추운겨울 속에 입기좋겠어요
