,0
6391,배송 빠르고 니트라 이쁨
6392,가격대비 모두 만족입니다
6393,가격대비 모두 만족입니다
6394,소재는 보통입니다 옷은 잘 만들어져있습니다.
6395,소재는 보통입니다. 옷은 잘만들어져있어 입었을때도 보기 좋습니다 날씬해보이는 스타일입니다.
6396,소재가 좋습니다. 입었을때도 좋구요 오래입를수있는 옷입니다. 추천합니다. 저도 더 사고싶네요
6397,이 바지는 . 추천하지 않습니다. 소재가 안좋아서.. ㅎ 옷자체는 잘만들어져있습니다
6398,면이나 디자인은 괜찮습니다 사이즈가 표시가 되어있었으면 좋겠네요
6399,아크릴이면 부드러울 거라 생각했는데 까실해요
6400,아크릴이면 부드러울 거라 생각했는데 까실해요
6401,아크릴이면 부드러울 거라 생각했는데 까실해요
6402,잘받았어요
6403,잘받았어요
6404,잘받았어요
6405,그냥 면티 초록색물 엄청 빠져서 당분간은 외벌빨래 해야함. 입다보면 좀 늘어 날거 같아. 아이보리 색상 같은 경우 이너로 입기에도 좋을듯
6406,괜찮어요
6407,괜찮아요
6408,그냥 저냥 잘 입겠읍니다.
6409,목치수가 좁고 천이 부드럽지 않아요.
6410,잘받았어요
6411,목치수가 좁아 입기 불편함니다.
6412,잘받았어요
6413,잘받았어요
6414,잘받았어요
6415,구김심하고 손끝에걸림 짜증나서 몇번못입을듯
6416,재질이 싸구려인듯 수거함에서 꺼내온거같음
6417,살에 닿으니 따가워요..ㅠ
6418,가볍고 사이즈도 굿
6419,색상 넘 이뻐요
6420,가성비 짱
6421,대박! 가성비 완전 좋아요
6422,감사합니다
6423,감사합니다
6424,Good!
6425,좋아요
6426,좋아요
6427,좋아요
6428,좋아요
6429,잛받았어요.....
6430,까칠해요 크기는 적당
6431,베리굳
6432,따끔거립니다. 옷이
6433,그냥그래요~~~
6434,별로예요~~~~
6435,작아여 ㅠㅠㅠㅠ
6436,막 입기 편할듯 싶어요
6437,저렴한 가격에 샀네요
6438,디자인은 루즈했어요.전 목부분이 까끌했어요
6439,초록이 이뻐서 구입했는데 실제색도 이뻐요~ 잘입을게요
6440,66구매햇는데 55로 왓네요.. 크게 차이없어 그냥 입어요 넥부분이 쫀쫀해서 좀 갑갑하긴하지만 이가격에 무난히 입기 좋아요
6441,따끔거려요...살성이 약해서인지 저는 안될듯 사이즈 좋고 팔도 길고 입기는 좋을듯
6442,따끔거려요...살성이 약해서인지 저는 안될듯 사이즈 좋고 팔도 길고 입기는 좋을듯
6443,매우매우 얇아서 그물인줄ㅋ 여름에 꺼내야겠네요
6444,재질은 나쁘진않은데 막입기엔 편하진않음
6445,저게 들어갈까...완전 잘 늘어나고 팔도 길고 좋아요~~ 다른걸러도 있었으면 깔별로 구매했을듯 넘 맘에 드네요
6446,짧아요 십센치만 길게해주지.. 목도 너무 딱붙.좀만 더 여유있음 더 잘입었을듯
6447,짧아서 허리 드러나요 좀만 더길면 좋았을걸.아쉽
6448,왕창크게 주문~~편하네요 따뜻하고 좋아요
6449,다좋은데 까실거리네요
6450,좋아
6451,좋아요
6452,좋아요
6453,싸이즈도 잘 맞고 좋아요
6454,아주 좋아요
6455,rt
6456,무난한데 색상이 아이보리라기엔 노란기가 도네요...
6457,사이즈가 크네요
6458,와 완전 소매끝이 너무넓어서 배송비땜에 교환도못하고 진짜짜증ㅠㅠ
6459,사이즈가 좀크네요
6460,보풀안나고 좋았어요
6461,좋아요
6462,상품 배송 모두 만족합니다^^
6463,이너로 입기 좋아요
6464,무난한 니트에요..쪼금 까슬거리는 재질..
6465,좀 까슬거리긴 하지만 저렴한 가격에 만족해요
6466,가격만큼
6467,가격만큼
6468,가격만큼..
6469,감사합니다
6470,약간 까실한 느낌.
6471,좋아요
6472,만족합니다
6473,만족합니다
6474,좋아요
6475,저렴하게 잘 구매했어요 잘입을거 같아요
6476,그냥그래요
6477,배송 빠르고 사이즈 넉넉해요
6478,배송 빠르고 사이즈 넉넉해요
6479,배송 빠르고 사이즈도 넉넉하고 좋아요
6480,맘에들어요
6481,맘에들어요
6482,따가워요
6483,좋은 믈간 김시힙니다.
6484,좋은 물건 감사합니다
6485,좋은 물건감사합니다.
6486,싸게사서조아요 마니파세요
6487,싸게잘샀어요 마니파세요
6488,좋아요
6489,좋아요
6490,좋아요
6491,좋아요
6492,좋아요
6493,좋아요
6494,좋아요
6495,좋아요
6496,보라색 좋아하는 아이가 잘 입겠다네요
6497,가격대비 상품 좋아요 배송도 빠르고 잘입을께요
6498,만족합니다
6499,만족합니다
6500,가격대비만족
6501,가격대비만족
6502,배송감사
6503,맘에 들고 잘 입을게요. 편하고 좋네요
6504,맘에 들어요. 잘 입을게요
6505,가격대비 괜찮습니다
6506,집에서 입기 좋아요
6507,집에서 입기 좋아요
6508,만족
6509,만족
6510,싸고 좋아요~~~~
6511,피부에 좀 까슬거리는게 아쉽네요. 가격대비 좋은 제품이에요!
6512,빠른배송감사합니다~ 즐거운하루되세요~
6513,저렴한데 외출복은 아니네요
6514,저렴하게 잘산거 같아요 ㅎㅎ
6515,잘 받았어요
6516,상품맘에 듭니다. 이메일 불소통으로 이제야 후기 올립니다. 절렴하게 좋은 상품 구매했어요
6517,배송도 빠르고 제품 좋아요
6518,가격대비는 괜찮아요
6519,사이즈 프리라고 해도 너무 작아요 깜짝 놀랐어요 8~9세 입으면 맞을거 같아요
6520,조아여
6521,조아여
6522,이메일 소통이 안되서 이제야 후기 남기게 되네요 부드럽고 따뜻하고 좋네요 잘 입겠습니다.
6523,그냥..기대한 내가 좀 그렇네요
6524,롱가디건 맞나요? 흠..넘 작은데.소재는 좋은데. 생각지도 않게 정사이즈 속 가디건이 생겼네요. 세태후 더 줄어들지 않길 바래요. 암튼 많이 작아요.다른 제품이 온거 같아요
6525,잘 받았습니다
6526,잘 받았습니다
6527,55데 사진보다 사이즈가 더 크네요.얇지만 가성비 좋아요
6528,옷이 저렴하고 입기 편해요.
6529,좋아요
6530,좋아요
6531,좋아요
6532,좋아요
6533,잘받았습니다
6534,잘받았습니다
6535,좋아요
6536,잘 받았습니다 편하고 저렴한데 괜찮네요
6537,저렴히 샀습니다
6538,바지기장이 너무 짧아요. 7부바지 같네요
6539,기대없이 주문했으나 가격대비 제품재질 사이즈 디자인 좋음 같은색상 2개주문했는데 마음에 든다 두께도 적당하고 너무 조이지도 않는 천이라 다른옷에 겹쳐 입기도 편하고 겉에 하나만 입고 잠바 걸치기도 좋다
6540,좋습니다
6541,색갈별로 다주문했어요 추어지면 골고루 잘입을께요
6542,까슬하긴한데 가격이 넘착해서
6543,물건 잘 받았어요
6544,디쟌 이쁨
6545,만족합니다
6546,저렴하게 잘 구매했어요
6547,저렴 하게 잘 구매했어요 면도 좋고 얇아서 좋네요
6548,무겁지않고가볍게착용하기좋을듯싶네요
6549,입어보진않았는데~가격대비아주좋아보여요
6550,이쁘네요
6551,감사합니다
6552,맘에들어요
6553,잘받았습니다
6554,입으니 스키니네요
6555,디자인이나 봉재가 퀄리티는 있는데 원단의 소재가 아크릴이 대부분이어서 그런지 입으니 좀 까끌거려요. 그래도 가성비는 좋아요.
6556,좋아요
6557,좋아용
6558,좋아용
6559,기모티 주문햇는디 기모처리 안되어 실망
6560,가격대비 좋은데 바지 길이가 정말 짧긴하네요. 제가 키가 작은데도 바지가 복숭아뼈까지도 안 내려오네요.
6561,너무크네요 사이즈잘못선택했네요
6562,저렴한 가격에 구입하게 되어 좋습니다
6563,오와 완젇편해요
6564,딸 아이 입힐려고 s사이즈 구입했는데 길이가 너무 짧네요. 기모고 가벼워서 좋긴한데 그냥 싼 가격만큼의 제품입니다.
6565,별루 그림과 틀리고. 얇고. 걸레다
6566,whgdkdyd
6567,"재질,두께.다 좋은데 조금 짧네요"
6568,좋은상품 저렴하게 구입했습니다.
6569,강력한 비추. 세서미.. 보고 구매한건데 기재 사이즈보다 훨씬 작고 박음질 엉망이고 원단 싸구려임. 일반 세탁 했더니 아예 못입을 정도로 줄었음.... 돈주고 쓰레기를 샀음. 너무 너무 심함.
6570,"표기된 사이즈보다 작아요ㅠㅠ 아마도 옷이 두꺼워서 그런것 같네요 그래도 편하기는 엄청 편해요~ 단,, 좀 뚱뚱하고 둔해보인다는 단점.ㅎ"
6571,옷이 두툼한데 엄청 가볍고 좋네요 잘 입을게요^^
6572,정말 까실하군요. 반팔입고 입어도 좀.... 긴팔 내복 입으면 나으려나....
6573,정말 까실하군요. 반팔입고 입어도 좀....
6574,좋아요
6575,예뻐요
6576,색상도 예쁘고 따뜻해요
6577,피부에 닿는 옷감이 부드럽지 않고 좀 거친 느낌입니다.
6578,이거 옷감 맞나요? 그냥 부직포 같은데요.
6579,모 함량에 비해 까슬거리네요.
6580,좋아요
6581,배송빨라요
6582,구겨져서 안펴지네요
6583,좋ㅇ아요
6584,저렴하게 잘 샀어요 재질이 좀 거칠어요
6585,저렴하게 잘 샀어요 재질이 좀 거칠어요
6586,저렴하게 잘 샀어요 재질이 좀 거칠어요
6587,저렴하게 잘 샀어요 재질이 좀 거칠어요
6588,좋아요
6589,잘받았습니다
6590,잘받았습니다
6591,좋아요 보들보들 하고요 착용감도 좋아요
6592,좋아요 보들보들 하고요 착용감도 좋아요
6593,만족합니다
6594,만족합니다
6595,옷이 맘에 들어요 잘입겠습니다
6596,옷이 맘에 들어요 잘입겠습니다
6597,옷이 맘에 들어요 잘입겠습니다
6598,옷이 맘에 들어요 잘입겠습니다
6599,옷이 맘에 들어요 잘입겠습니다
6600,잘 받았어요
6601,잘 받았어요
6602,이쁘고 품질도 좋아요
6603,닥 맞아요.
6604,잘 입을게요.
6605,디자인은 이쁜데 입기 불편해요 잘 안늘어나요. 입고나면 까끌거려요.
6606,잘 받았어요.
6607,가격만큼 입니다.
6608,편해요
6609,사이즈 착오로 다른사람이 입개 됐지만 옷은 좋으네요
6610,감사합니다
6611,감사합니다
6612,감사합니다
6613,좋아요
6614,좋아요 좋아요
6615,착한가격~~좋아요
6616,잘받았읍니다
6617,잘받았읍니다
6618,예뻐요
6619,예뻐요
6620,감사합니다.
6621,감사합니다.
6622,가격만큼만
6623,입을안해요
6624,가격대비 괜찮아요
6625,감사합니다.
6626,감사합니다.
6627,감사합니다.
6628,입으면 좀 따갑고 뻣뻣한 편.
6629,가격이 싸니 기대는 안했지만 따갑고 까슬해요.
6630,아이보리 이뼈요
6631,원하는 색에서 조금 벗어남
6632,잘 받았습니다 감사합니다
6633,가격이 작해서 만족입니다.
6634,가격이 작해서 만족입니다.
6635,고맙습니다~
6636,많이 까슬거려요
6637,많이 까슬거려요
6638,좋아요
6639,좋아요
6640,잘받았습니다 예쁘네요 타이트합니다 조끼랑 같이 입을거라 괜찮습니다
6641,잘받았습니다 예쁘네요 타이트합니다 조끼랑 같이 입을거라 괜찮습니다
6642,잘받았습니다
6643,편하고 이뻐요.
6644,사진과 다르고 불편하네요.
6645,그냥그래요~
6646,기장이많이짧아요 못입을듯
6647,가격대비품질이좋아요
6648,좋아요
6649,좋아요
6650,색깔이 예뻐요. 가성비도 좋아요. 사업이 번창하세요.
6651,사이즈가 딱 맞지만 소매가 좀 길어서. 가성비가 좋아요.
6652,소매만 좀 길어요. 사이즈가 딱 맞아요.
6653,소매만 좀 길어요.
6654,잘 받았어요. 많이 파세요.
6655,첫 구매했어요. 부드럽게 잘 입힐게요. 많이 파세요.
6656,네
6657,감사합니다.
6658,감사합니다.
6659,좋아요
6660,잘받았습니다
6661,좋아요^^
6662,좋아요^^
6663,좋아요^^
6664,디자인과 원단은 괜찮은데 색상은 살짝 촌스럽네요
6665,디자인은 괜찮은데 원단이 까칠해요
6666,잘 받았습니다. 배송 빨라요.색깔예뻐요~ 저렴하게 구매해서 기분좋네요^^
6667,좋습니다.
6668,좋습니다.
6669,감사합니다 ~~~~
6670,감사합니다~~~~
6671,작아요
6672,작아요. 44에서 마른55분들 입으시면 맞아요.
6673,아직입기전입니다 잘입겠습니다
6674,아직입기전입니다 잘입겠습니다
6675,잘받았습니다
6676,"좀 까칠까칠한 것 같지만, 이 가격이면 납득. 잘 입어보겠습니다."
6677,빠른배송감사합니다
6678,빠른배송감사합니다
6679,좋아요
6680,구김이 너무 많아서 일단은 세탁을 했는데 세탁소 스팀다리미 힘을 빌려야 할듯 합니다
6681,구김이 너무 많아서 일단은 세탁을 했는데 세탁소 스팀다리미 힘을 빌려야 할듯 합니다
6682,구김이 너무 많아서 일단은 세탁을 했는데 세탁소 스팀다리미 힘을 빌려야 할듯 합니다
6683,구김이 너무 많아서 일단은 세탁을 했는데 세탁소 스팀다리미 힘을 빌려야 할듯 합니다
6684,구김이 너무 많아서 일단은 세탁을 했는데 세탁소 스팀다리미 힘을 빌려야 할듯 합니다
6685,구김이 너무 많아서 일단은 세탁을 했는데 세탁소 스팀다리미 힘을 빌려야 할듯 합니다
6686,구김이 너무 많아서 일단은 세탁을 했는데 세탁소 스팀다리미 힘을 빌려야 할듯 합니다
6687,별 한개도 아까워요
6688,멋스럽고 귀염성있는 티셔츠로 코트속에도 굿
6689,귀염서있는 티셔츠네요.
6690,보통....
6691,보통....
6692,환불하고 싶은데 배송비...
6693,잘받았습니다 감사합니다
6694,잘받았습니다 감사합니다
6695,잘받았습니다 감사합니다
6696,잘받았습니다 감사합니다
6697,화면보다 더 베이지색 괜안아요
6698,화면보다 살짝 더 베이지입니다...괘안아요
6699,편해요 편해요 편해요
6700,좋아요
6701,좋은제품 최고예요
6702,이뻐요.이뻐요.
6703,이뻐요.이뻐요.
6704,이뻐요.이뻐요.
6705,너무너무 좋아요 감사합니다
6706,그냥그래요
6707,그냥그래요
6708,재질 괜찮고 따뜻해요~~넉넉한 핏의 목폴라입니다.
6709,받쳐 입기 괜찮아요~~조금 까슬거려요~넉넉한 기본핏이예요
6710,좋아요 하나더 구입하고싶어요
6711,앞치마같은 느낌이 들어요 봄에 입기에 딱인거같네요
6712,싼가격에 사이즈 색상 다 맘에 드네요~~
6713,좋아요
6714,좋아요
6715,좋아요
6716,좋아요
6717,좋아요
6718,좋아요
6719,좋아요
6720,좋아요
6721,버려야 겠네요 최악이네요
6722,니트가 너무 거칠고 따가워서 못입고 버려요
6723,니트가 까끌하고 따가워서 못입겠네요 버려야겠어요 인터넷 구입한것중 최악이네요
6724,싼게 비지떡 이네요
6725,좋아요
6726,좋아요
6727,좋아요
6728,좋아요
6729,굿
6730,굿
6731,굿
6732,굿
6733,굿
6734,굿
6735,넘좋아요 또사고싶은데 레드만 있어요 ㅠ ㅠ
6736,오!~예뻐요
6737,단골 스토아 입니다~가격 품질 더할 나위없이 좋습니다 ㆍ딥그린 칼라 튀지도 않고 예쁜 톤의 칼라 입니다 ㆍ재구매 했습니다
6738,좋은제품 싸게 구입했네요
6739,좋아요 싼가격에 좋은제품 구입했네요
6740,실내복으로는 좋아요~
6741,"좀 촌스럽지만, 실내복으로는 좋아요~"
6742,"좀 촌스럽지만, 실내복으로는 좋아요~"
6743,실내복으로 좋아요~
6744,"색상이 촌스럽지만, 실내복으로 좋아요~"
6745,실내복으로 좋아요~
6746,잘 받았어요
6747,무난해요. 기대를 많이 하지 않으니
6748,무난해요.
6749,피부에닿으면 까슬거리는느낌이있네요
6750,가격대비 굿 입니다~
6751,가볍게 막입기 아주 좋아요
6752,가격대비 정말 좋은 제품입니다
6753,가격대비 정말 좋은 제품이네요
6754,신축성이 거의없어 불편하네요
6755,얇아도 한 철은 나겠지요
6756,얇고 넉넉하네요 빨면 늘어나지않길 바랍니다
6757,얇고 빤닥거림..
6758,집에서 입을 만..
6759,사이즈가 사진보다 큽니다. 가격대비...괜찮아요
6760,가격대비...괜찮아요
6761,가격대비...괜찮아요
6762,가격대비...괜찮아요 사이즈는 둘쑥날쑥
6763,사이즈가 좀 이상합니다. 가격대비...괜찮아요
6764,가격대비...괜찮아요
6765,가격대비...괜찮아요
6766,갑자기 날씨가 추워져서 구입했는데 가격도 너무 저렴하고 따듯하네요. 다만 목부분이 까끌거린다고 해야하나 하여튼 간지러워서 목에 약간 알러지같이 생기네요. 심하지는 않지만 그것만 감안하면 저렴한 가격에 따듯하게 입을수 있어서 만족합니다. 괜찮아서 다른 색상으로 또 구매했네요.
6767,갑자기 날씨가 추워져서 구입했는데 가격도 너무 저렴하고 따듯하네요. 다만 목부분이 까끌거린다고 해야하나 하여튼 간지러워서 목에 약간 알러지같이 생기네요. 심하지는 않지만 그것만 감안하면 저렴한 가격에 따듯하게 입을수 있어서 만족합니다. 괜찮아서 다른 색상으로 또 구매했네요.
6768,잘받았습니다
6769,잘받았습니다
6770,ㅋㅋ 가격만큼입니다.
6771,작아요~~
6772,화면보다 색이 진해요
6773,싸게 잘 샀어요
6774,이뻐요 좋아요
6775,빠른 배송 감사합니다.
6776,가격대비 좋아요
6777,빠른 배송 감사합니다.
6778,빠른 배송 감사합니다.
6779,빠른 배송 감사합니다.
6780,추리닝같은데…. 바지도 같이 판매했으면 좋았을텐데… 예뻐요.
6781,속옷을 입어야지… 까슬하네요. 그래도 가격이 너무 저렴해서…좋네요.
6782,좋아요
6783,좋아요
6784,아주 따뜻하게 입을것 같아요
6785,저렴하고 마음에 들어요
6786,컬러는 좋은데 옷이 너무 싼티가 나요
6787,저렴하고 마음에 들어요
6788,저렴하고 마음에 들어요
6789,포장 뜯지마자 고양이가 발톱으로 스크레치를
6790,저렴하고 마음에 들어요
6791,"보풀이 일긴 할것 같은데,저렴하게 구매했으니 만족합니다"
6792,좋아요
6793,좋아요
6794,"토욜배송받았는데,옷을 불빛에 비추어보니 곰팡이같은 얼룩이 있습니다."
6795,값어치를하네요
6796,좋아요
6797,좋아요
6798,기대 이상으로 너무 좋습니다.
6799,좋아요
6800,좋아요
6801,좋아요
6802,배송빠르고 잘받았써요
6803,가격만큼만하네요
6804,가격만큼만하네요
6805,편안하고 색상도 마음에들고 좋아요
6806,편안하고 좋아요
6807,색감 예쁘고 포근해요
6808,만족 잘 입고 있어요
6809,기모라서 따뜻하고 좋아요
6810,편하고 좋아요
6811,허리끈이 가슴밑에 달려있고 끈 2개의 위치가 달라요. 높낮이도 다르고요. 끈을 떼야할까봐요.
6812,좋아요
6813,좋아요
6814,좋아요
6815,좋아료
6816,싸게 잘샀어요
6817,잘받앗습니다 좋아요
6818,아주 좋아요 수고 하세요
6819,따듯하고 부드러워요
6820,따듯하고 부드러워요
6821,따듯하고 부드러워요
6822,배송도 빠르고 가성비좋아요 색도 예뻐요
6823,따스해 보이네요
6824,가볍고 좋네요
6825,생각보다 작아보이는데 옷 자체는 이뻐요
6826,잘받았습니다
6827,그냥 그래요
6828,굿
6829,굿
6830,냄새 빼곤 좋아요~
6831,예뻐요 Free size라서 좋아요
6832,옷은 예뻐요~
6833,좋아요
6834,좋아요
6835,좋아요
6836,좋아요
6837,"사이즈 가 약간 크긴하지만, 저렴하게 잘 산것 같아요"
6838,좋아요 조금 추워지면 잘 입고 다닐듯~
6839,칼라 도 예쁘고 좋아요
6840,저렴하게 득탬
6841,맘에 들어요 조아요
6842,맘에들어요
6843,.맘에들어요
6844,길이도 단촐하고 품도 여유있고 포근한 느낌도 나서 좋아요 이번에 구매한 4가지중 이건 잘 입을듯 하네요
6845,색가보다 품이 여유있고 따스한 느낌도 나요
6846,품은 넉넉 목은 좀 쪼임요 포근한 느낌 소재는 아녀요
6847,생각처럼 포근한 느낌이 안나네요 목이 좀 불편
6848,잘 받았어요
6849,잘 받았어요
6850,잘 받았어요
6851,좋아요
6852,좋아요
6853,좋아요
6854,좋아요
6855,좋아요
6856,좋아요
6857,좋아용
6858,집에서 입으려구 또 구입!....................
6859,싸고 좋아서 또 구입!....................
6860,좋아요
6861,160대 초반 M사이즈가 딱 맞네요.
6862,좋아요
6863,두꺼운 니트인줄 알았는데 얇아요
6864,그냥 두꺼운 바지 좋아요
6865,만족합니다
6866,좋아요
6867,집에서 입기 좋아요
6868,좋아요
6869,좋아요
6870,좋아요
6871,좋아요
6872,괜찮아요
6873,좋아요
6874,좋아요
6875,싸고 좋마요
6876,싼맛에 입기좋아요
6877,이 색상은 실물이 훨씬 좋네요
6878,아이보리 색상 무난하고 좋아요
6879,좋아요 좋아요
6880,좋아요 좋아요
6881,좋아요 좋아요
6882,좋아요 좋아요
6883,좋아요 좋아요
6884,좋아요 좋아요
6885,좋아요 좋아요
6886,좋아요 좋아요
6887,좋아요 좋아요
6888,감사합니다
6889,빠르게 잘받았습니다
6890,가격이 너무 착해서 마침 필요했던건데 잘샀네요
6891,빠르게 잘받았습니다
6892,빠르게 잘받았습니다
6893,빠르게 잘받았습니다
6894,빠르게 잘받았습니다
6895,잘 받았습니다~
6896,만족
6897,잘 샀어요
6898,좋네요
6899,좋은 상품을 저렴하게 잘 구입했어요
6900,좋은 거 같았습니다
6901,아는 동생에게 보냈어요 울도포함되서 따듯할듯
6902,배송도 빠르고 두꺼워서 겨울에 잘입을듯
6903,좋아요 좋아요 ??
6904,저렴히 따뜻해요
6905,쿠폰 이벤트 할 때 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 출고 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요
6906,쿠폰 다운 받아서 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 출고 발송 빠르고 좋아요
6907,잘맞아요
6908,잘맞아요
6909,이거 7부 바지였나요? 키가 작은 내가 입어도 짧은건 처음 입어보네요~
6910,좋습니다좋습니다좋습니다
6911,좋습니다좋습니다좋습니다
6912,좋습니다좋습니다좋습니다
6913,좋습니다좋습니다좋습니다
6914,1
6915,자랍앗슴니다
6916,빤닥빤닥~신축성 제로. 세탁햇는데도 구김선 하나도 안펴짐.
6917,만족합니다
6918,편할거같아요.
6919,조금 크나 디자인과 색상이 좋아 싼 가격에 잘 구입하였어요
6920,싼 가격에 좋은 상품 구매하여 만족합니다
6921,상품만족 편해서 좋으네요
6922,상품만족 배송도 만족합니다
6923,상품만족 합니다
6924,도톰하니 좋아요....
6925,가격에 비해 상품 좋습니다.
6926,상품 만족핮니다~~
6927,좋습니다.
6928,좋습니다.
6929,득템
6930,드템
6931,너무 맘에 드네요
6932,색깔도 그렇고 기장이 짧아요
6933,색깔은 괜찮은데 기장이 짧아요
6934,사이즈는 맞는데 까끌까끌해요
6935,옷은 잘 맞는데 그냥 입어보니 완전 까끌까끌해서 아픈 느낌이에요 속에 앏은거 하나 받쳐입고 입어봤는데도 영.. 까끌까끌 느낌이 참...
6936,평소대로 27사이즈 시켰는데 애기들 사이즈인지 아예 다리조차 들어가지도 않음..ㅠㅠ 누구 줄 사람도 없고 참 난감하네요 반품하면 왕복 택배비에 왔다갔다 귀찮아 그냥 거래완료합니다 번거러워도 사이즈 잘 비교 확인해보고 구매하세요!
6937,길이가 짧아 한치수 크게 샀는데도 짧아요. 가장 큰 사이즈로 사야할 듯. 집에서 편하게 입으려고 삽니다.
6938,배송 감사합니다
6939,배송 감사합니다
6940,배송 감사합니다
6941,가격 대비 만족합니다.
6942,가격대비 만족.
6943,그가격 만큼
6944,그런대로 입을만은 해요 좀 짧은게..
6945,그런대로 입을만은 해요 좀 짧은게..
6946,조아요
6947,조아요
6948,잘받았습니다
6949,배송도? 빠르고? 가격도? 저렴하고? 잘받았습니다.
6950,배송도? 빠르고? 가격도? 저렴하고? 잘받았습니다.
6951,배송도? 빠르고? 가격도? 저렴하고? 잘받았습니다.
6952,배송도? 빠르고? 가격도? 저렴하고? 잘받았습니다.
6953,잘쓰겠습니다
6954,잘쓰겠습니다
6955,더 구매해야할거 같네요 넘 이쁘요
6956,상품에 만족합니다.
6957,잘입을께요 감사합니다
6958,잘 입을께요 감사합니다
6959,잘 받았습니다 잘 입을께요
6960,맘에 들어요
6961,맘에 들어요
6962,메리사포켓코듀로이팬츠 검정 구매했습니다 길이가 일단 짧지 않아서 다행입니다 사실 베로아구매하고 싶었는데 길이가 너무 짧아서 요걸로 구매. 근데 골지가 생각보다 너무 굵어서 뚱뚱한 핏~
6963,보통이에요
6964,보통이에요
6965,가격이 넘 좋아서 구입. 받아보니 예뻐요.
6966,좋아요
6967,좋아요
6968,좋아요
6969,색상 예뻐서 막입어요
6970,반짝반짝 화려해요 색도 스모키한진한핑크 예뻐요
6971,배송굿 너무좋아요
6972,개봉전요
6973,스판기가 없어서 불편해요. 아쉽네요.
6974,잘 받았습니다.
6975,잘 받았습니다
6976,아주 좋아요
6977,아주 좋아요
6978,얇아요
6979,잘받았어요
6980,잘받았어요
6981,상품 잘받았습니다
6982,기모라 아주 따뜻하고 좋아요 잘 맞아요 카멜색이 품절이라 망설이다 샀는데 민트도 예쁘네요 잘 입을게요:)
6983,잘입을께여~~
6984,좋은제품 저렴하게 판매해 주셔서 감사히 e쁘게 입을게요:)
6985,운동할 때 입으려고 샀습니다
6986,잘받았습니다
6987,잘받았습니다
6988,대만족입니다. 배송 상품 다 만족합니다
6989,목이 까끌거려 입기 힘들듯. 민감한 피부 가지신 분들 참고하셔요
6990,목이 까끌거려 못입겠네요. 2벌 샀는데 ?? 예민한 분 참고하세요.
6991,어깨선이 뒤로가요 앞판과 뒷판이 제짝이 아닌가봐요 옷은 맘에 드는데 아쉽네요 반품신청했습니다
6992,너무 작아요 반품비가 더 나와 그냥 둠
6993,만족합니다 좋아요
6994,잘 받았습니다
6995,좋아요
6996,좋아요
6997,아주 좋아요
6998,좋아요
6999,그냥그래요
7000,반품상품평? 사이즈에 신경써주세요
7001,아이보리 맞구요~ 화면에서 봤을 때는 화이트로 보여서 구매했더니.. 화이트가 필요해서리..
7002,예전에 주황색 구매해서 잘 입고 있습니다. 그때 옐로우가 품절이라 구매를 못 했거든요.. 바로 찜했어요.. 레이아웃으로 입는 옷이라 마른 55까지만 입을 수 있을 것 같습니다.
7003,따뜻하고 편해요
7004,스판끼가 별로 없어서 불편해요
7005,ㄹ커텋ㅎ타ㅏㅗ타ㅗ티ㅗ티ㅗㅌ
7006,ㅓㄹㅋ터쇼ㅏ툐ㅏ애ㅛ쿄ㅐ애ㅛㅌ
7007,Ncㅗㄹㅋㅎ터허타ㅗ탛캏ㄴㄴ하
7008,천은 얇아요
7009,잘 받았습니다.
7010,잘 받았습니다.
7011,좋아요
7012,좋아요
7013,색깔도이쁘고 편해요
7014,상품상태ㅡ넘.....좋아요ㅡㅡ감사합니다^^사업번창하세요!!!
7015,상품상태ㅡ넘.....좋아요ㅡㅡ감사합니다^^사업번창하세요!!!
7016,상품상태ㅡ넘.....좋아요ㅡㅡ감사합니다^^사업번창하세요!!!
7017,5개째 마지막 베이지 요즘 잘 입고 다닙니다
7018,보들보들 가볍고 요즘 집에서 입기 딱!!!!
7019,좋아요
7020,가격 좋고 옷도 맘에 들어요 예쁘게 잘 입겠습니다
7021,가격 좋고 옷도 맘에 들어요 예쁘게 잘 입겠습니다
7022,가격 좋고 옷도 맘에 들어요 예쁘게 잘 입겠습니다
7023,가격 좋고 옷도 맘에 들어요 예쁘게 잘 입겠습니다
7024,가격 좋고 옷도 맘에 들어요 예쁘게 잘 입겠습니다
7025,가격 좋고 옷도 맘에 들어요 예쁘게 잘 입겠습니다
7026,가격 좋고 옷도 맘에 들어요 예쁘게 잘 입겠습니다
7027,가격 좋고 옷도 맘에 들어요 예쁘게 잘 입겠습니다
7028,너무너무 고마워요
7029,너무너무 좋아요 ??
7030,너무너무 좋아요
7031,너무너무 좋아요
7032,조금 까실한 느낌이라 입으면 어떨지 모르겠내요
7033,감사합니다.
7034,감사합니다.
7035,감사합니다.
7036,감사합니다.
7037,감사합니다.
7038,감사합니다.
7039,감사합니다.
7040,잘받았어요 좋아요
7041,잘받았어요 좋아요
7042,잘받았어요 이쁘네요
7043,좋아요 가볍고
